"Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_From","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","WindSpeed_gap_filled_percent","WindSpeed_missing_data_percent"
2023,6,24,22,202306242200,202306242259,5.65,7.61,0.00,0.00
2023,6,24,23,202306242300,202306242359,5.15,7.48,0.00,0.00
2023,6,25,0,202306250000,202306250059,4.34,6.95,0.00,0.00
2023,6,25,1,202306250100,202306250159,4.03,6.27,0.00,0.00
2023,6,25,2,202306250200,202306250259,2.53,4.97,0.00,0.00
2023,6,25,3,202306250300,202306250359,1.27,2.82,0.00,0.00
2023,6,25,4,202306250400,202306250459,1.15,2.01,0.00,0.00
2023,6,25,5,202306250500,202306250559,1.02,1.73,0.00,0.00
2023,6,25,6,202306250600,202306250659,1.62,2.25,0.00,0.00
2023,6,25,7,202306250700,202306250759,1.65,2.31,0.00,0.00
2023,6,25,8,202306250800,202306250859,1.88,3.34,0.00,0.00
2023,6,25,9,202306250900,202306250959,2.27,3.71,0.00,0.00
2023,6,25,10,202306251000,202306251059,2.54,4.18,0.00,0.00
2023,6,25,11,202306251100,202306251159,2.81,4.46,0.00,0.00
2023,6,25,12,202306251200,202306251259,3.69,5.52,0.00,0.00
2023,6,25,13,202306251300,202306251359,3.21,4.98,0.00,0.00
2023,6,25,14,202306251400,202306251459,2.92,4.45,0.00,0.00
2023,6,25,15,202306251500,202306251559,2.17,3.83,0.00,0.00
2023,6,25,16,202306251600,202306251659,2.74,4.20,0.00,0.00
2023,6,25,17,202306251700,202306251759,2.74,4.10,0.00,0.00
2023,6,25,18,202306251800,202306251859,2.31,3.31,0.00,0.00
2023,6,25,19,202306251900,202306251959,2.41,3.63,0.00,0.00
2023,6,25,20,202306252000,202306252059,2.85,4.07,0.00,0.00
2023,6,25,21,202306252100,202306252159,4.53,6.60,0.00,0.00
2023,6,25,22,202306252200,202306252259,4.08,5.51,0.00,0.00
2023,6,25,23,202306252300,202306252359,3.55,5.94,0.00,0.00
2023,6,26,0,202306260000,202306260059,2.59,6.06,0.00,0.00
2023,6,26,1,202306260100,202306260159,2.30,4.32,0.00,0.00
2023,6,26,2,202306260200,202306260259,2.86,4.68,0.00,0.00
2023,6,26,3,202306260300,202306260359,2.32,3.80,0.00,0.00
2023,6,26,4,202306260400,202306260459,3.90,5.61,0.00,0.00
2023,6,26,5,202306260500,202306260559,3.44,4.83,0.00,0.00
2023,6,26,6,202306260600,202306260659,3.54,4.67,0.00,0.00
2023,6,26,7,202306260700,202306260759,2.95,4.98,0.00,0.00
2023,6,26,8,202306260800,202306260859,5.23,7.78,0.00,0.00
2023,6,26,9,202306260900,202306260959,6.28,8.11,0.00,0.00
2023,6,26,10,202306261000,202306261059,3.85,7.06,0.00,0.00
2023,6,26,11,202306261100,202306261159,3.10,6.44,0.00,0.00
2023,6,26,12,202306261200,202306261259,4.03,5.33,0.00,0.00
2023,6,26,13,202306261300,202306261359,3.19,4.85,0.00,0.00
2023,6,26,14,202306261400,202306261459,5.14,7.93,0.00,0.00
2023,6,26,15,202306261500,202306261559,5.18,7.97,0.00,0.00
2023,6,26,16,202306261600,202306261659,6.06,7.63,0.00,0.00
2023,6,26,17,202306261700,202306261759,5.69,7.65,0.00,0.00
2023,6,26,18,202306261800,202306261859,5.32,7.38,0.00,0.00
2023,6,26,19,202306261900,202306261959,4.80,6.46,0.00,0.00
2023,6,26,20,202306262000,202306262059,3.44,4.63,0.00,0.00
2023,6,26,21,202306262100,202306262159,2.35,3.20,0.00,0.00
2023,6,26,22,202306262200,202306262259,1.39,3.15,0.00,0.00
2023,6,26,23,202306262300,202306262359,1.09,2.05,0.00,0.00
2023,6,27,0,202306270000,202306270059,0.79,1.44,0.00,0.00
2023,6,27,1,202306270100,202306270159,0.92,1.78,0.00,0.00
2023,6,27,2,202306270200,202306270259,1.24,2.48,0.00,0.00
2023,6,27,3,202306270300,202306270359,0.72,1.21,0.00,0.00
2023,6,27,4,202306270400,202306270459,1.31,1.76,0.00,0.00
2023,6,27,5,202306270500,202306270559,0.90,1.56,0.00,0.00
2023,6,27,6,202306270600,202306270659,1.45,2.06,0.00,0.00
2023,6,27,7,202306270700,202306270759,1.01,2.08,0.00,0.00
2023,6,27,8,202306270800,202306270859,1.18,2.32,0.00,0.00
2023,6,27,9,202306270900,202306270959,1.32,4.37,0.00,0.00
2023,6,27,10,202306271000,202306271059,2.77,4.20,0.00,0.00
2023,6,27,11,202306271100,202306271159,3.31,5.56,0.00,0.00
2023,6,27,12,202306271200,202306271259,2.63,5.29,0.00,0.00
2023,6,27,13,202306271300,202306271359,3.55,7.24,0.00,0.00
2023,6,27,14,202306271400,202306271459,3.79,5.72,0.00,0.00
2023,6,27,15,202306271500,202306271559,3.50,5.72,0.00,0.00
2023,6,27,16,202306271600,202306271659,3.63,5.14,0.00,0.00
2023,6,27,17,202306271700,202306271759,3.13,4.98,0.00,0.00
2023,6,27,18,202306271800,202306271859,3.78,5.21,0.00,0.00
2023,6,27,19,202306271900,202306271959,2.83,4.31,0.00,0.00
2023,6,27,20,202306272000,202306272059,1.49,2.45,0.00,0.00
2023,6,27,21,202306272100,202306272159,1.63,2.42,0.00,0.00
2023,6,27,22,202306272200,202306272259,1.69,2.68,0.00,0.00
2023,6,27,23,202306272300,202306272359,1.65,2.75,0.00,0.00
2023,6,28,0,202306280000,202306280059,2.23,2.94,0.00,0.00
2023,6,28,1,202306280100,202306280159,2.09,2.83,0.00,0.00
2023,6,28,2,202306280200,202306280259,2.36,3.10,0.00,0.00
2023,6,28,3,202306280300,202306280359,2.21,3.21,0.00,0.00
2023,6,28,4,202306280400,202306280459,1.47,2.71,0.00,0.00
2023,6,28,5,202306280500,202306280559,0.82,1.40,0.00,0.00
2023,6,28,6,202306280600,202306280659,1.27,2.02,0.00,0.00
2023,6,28,7,202306280700,202306280759,1.53,2.50,0.00,0.00
2023,6,28,8,202306280800,202306280859,1.78,3.15,0.00,0.00
2023,6,28,9,202306280900,202306280959,1.98,2.99,0.00,0.00
2023,6,28,10,202306281000,202306281059,2.35,3.83,0.00,0.00
2023,6,28,11,202306281100,202306281159,2.66,4.35,0.00,0.00
2023,6,28,12,202306281200,202306281259,2.73,4.23,0.00,0.00
2023,6,28,13,202306281300,202306281359,3.02,5.32,0.00,0.00
2023,6,28,14,202306281400,202306281459,3.43,5.25,0.00,0.00
2023,6,28,15,202306281500,202306281559,3.62,5.43,0.00,0.00
2023,6,28,16,202306281600,202306281659,2.60,4.48,0.00,0.00
2023,6,28,17,202306281700,202306281759,2.88,4.23,0.00,0.00
2023,6,28,18,202306281800,202306281859,3.56,4.76,0.00,0.00
2023,6,28,19,202306281900,202306281959,2.36,4.22,0.00,0.00
2023,6,28,20,202306282000,202306282059,1.15,2.85,0.00,0.00
2023,6,28,21,202306282100,202306282159,1.60,2.59,0.00,0.00
2023,6,28,22,202306282200,202306282259,1.54,3.37,0.00,0.00
2023,6,28,23,202306282300,202306282359,1.77,3.60,0.00,0.00
2023,6,29,0,202306290000,202306290059,1.41,2.20,0.00,0.00
2023,6,29,1,202306290100,202306290159,1.80,3.38,0.00,0.00
2023,6,29,2,202306290200,202306290259,1.51,2.87,0.00,0.00
2023,6,29,3,202306290300,202306290359,1.00,2.10,0.00,0.00
2023,6,29,4,202306290400,202306290459,1.20,2.07,0.00,0.00
2023,6,29,5,202306290500,202306290559,1.25,1.99,0.00,0.00
2023,6,29,6,202306290600,202306290659,1.50,2.32,0.00,0.00
2023,6,29,7,202306290700,202306290759,1.24,2.23,0.00,0.00
2023,6,29,8,202306290800,202306290859,1.52,3.14,0.00,0.00
2023,6,29,9,202306290900,202306290959,2.19,3.52,0.00,0.00
2023,6,29,10,202306291000,202306291059,2.41,4.65,0.00,0.00
2023,6,29,11,202306291100,202306291159,2.67,4.43,0.00,0.00
2023,6,29,12,202306291200,202306291259,3.05,4.89,0.00,0.00
2023,6,29,13,202306291300,202306291359,2.78,4.21,0.00,0.00
2023,6,29,14,202306291400,202306291459,2.45,3.96,0.00,0.00
2023,6,29,15,202306291500,202306291559,2.67,4.13,0.00,0.00
2023,6,29,16,202306291600,202306291659,2.85,4.63,0.00,0.00
2023,6,29,17,202306291700,202306291759,2.37,3.35,0.00,0.00
2023,6,29,18,202306291800,202306291859,2.08,2.74,0.00,0.00
2023,6,29,19,202306291900,202306291959,1.71,2.30,0.00,0.00
2023,6,29,20,202306292000,202306292059,0.99,2.02,0.00,0.00
2023,6,29,21,202306292100,202306292159,2.14,3.12,0.00,0.00
2023,6,29,22,202306292200,202306292259,1.43,2.46,0.00,0.00
2023,6,29,23,202306292300,202306292359,1.37,3.00,0.00,0.00
2023,6,30,0,202306300000,202306300059,3.10,6.16,0.00,0.00
2023,6,30,1,202306300100,202306300159,2.09,3.33,0.00,0.00
2023,6,30,2,202306300200,202306300259,2.32,3.68,0.00,0.00
2023,6,30,3,202306300300,202306300359,2.29,4.50,0.00,0.00
2023,6,30,4,202306300400,202306300459,3.09,5.05,0.00,0.00
2023,6,30,5,202306300500,202306300559,3.23,4.39,0.00,0.00
2023,6,30,6,202306300600,202306300659,3.89,6.69,0.00,0.00
2023,6,30,7,202306300700,202306300759,1.78,3.02,0.00,0.00
2023,6,30,8,202306300800,202306300859,1.68,2.69,0.00,0.00
2023,6,30,9,202306300900,202306300959,2.43,3.55,0.00,0.00
2023,6,30,10,202306301000,202306301059,2.33,3.76,0.00,0.00
2023,6,30,11,202306301100,202306301159,2.63,3.86,0.00,0.00
2023,6,30,12,202306301200,202306301259,3.21,5.90,0.00,0.00
2023,6,30,13,202306301300,202306301359,1.43,2.33,0.00,0.00
2023,6,30,14,202306301400,202306301459,1.38,2.68,0.00,0.00
2023,6,30,15,202306301500,202306301559,2.05,5.36,0.00,0.00
2023,6,30,16,202306301600,202306301659,3.82,7.36,0.00,0.00
2023,6,30,17,202306301700,202306301759,3.11,4.34,0.00,0.00
2023,6,30,18,202306301800,202306301859,3.72,4.87,0.00,0.00
2023,6,30,19,202306301900,202306301959,3.39,4.68,0.00,0.00
2023,6,30,20,202306302000,202306302059,3.18,5.24,0.00,0.00
2023,6,30,21,202306302100,202306302159,3.65,5.18,0.00,0.00
2023,6,30,22,202306302200,202306302259,4.29,4.89,0.00,0.00
2023,6,30,23,202306302300,202306302359,3.87,5.13,0.00,0.00
2023,7,1,0,202307010000,202307010059,3.80,4.57,0.00,0.00
2023,7,1,1,202307010100,202307010159,3.26,4.14,0.00,0.00
2023,7,1,2,202307010200,202307010259,2.75,3.50,0.00,0.00
2023,7,1,3,202307010300,202307010359,2.58,3.26,0.00,0.00
2023,7,1,4,202307010400,202307010459,2.77,4.31,0.00,0.00
2023,7,1,5,202307010500,202307010559,3.96,6.39,0.00,0.00
2023,7,1,6,202307010600,202307010659,5.37,7.23,0.00,0.00
2023,7,1,7,202307010700,202307010759,5.39,7.32,0.00,0.00
2023,7,1,8,202307010800,202307010859,5.97,8.20,0.00,0.00
2023,7,1,9,202307010900,202307010959,6.43,8.55,0.00,0.00
2023,7,1,10,202307011000,202307011059,6.65,9.48,0.00,0.00
2023,7,1,11,202307011100,202307011159,4.97,7.44,0.00,0.00
2023,7,1,12,202307011200,202307011259,5.73,7.89,0.00,0.00
2023,7,1,13,202307011300,202307011359,5.16,7.54,0.00,0.00
2023,7,1,14,202307011400,202307011459,4.62,6.61,0.00,0.00
2023,7,1,15,202307011500,202307011559,4.67,7.06,0.00,0.00
2023,7,1,16,202307011600,202307011659,3.82,6.47,0.00,0.00
2023,7,1,17,202307011700,202307011759,4.22,6.23,0.00,0.00
2023,7,1,18,202307011800,202307011859,4.54,7.34,0.00,0.00
2023,7,1,19,202307011900,202307011959,3.75,6.68,0.00,0.00
2023,7,1,20,202307012000,202307012059,4.85,6.96,0.00,0.00
2023,7,1,21,202307012100,202307012159,3.79,6.04,0.00,0.00
2023,7,1,22,202307012200,202307012259,5.62,7.12,0.00,0.00
2023,7,1,23,202307012300,202307012359,4.23,5.52,0.00,0.00
2023,7,2,0,202307020000,202307020059,3.78,5.29,0.00,0.00
2023,7,2,1,202307020100,202307020159,4.19,5.57,0.00,0.00
2023,7,2,2,202307020200,202307020259,4.77,6.00,0.00,0.00
2023,7,2,3,202307020300,202307020359,4.25,5.22,0.00,0.00
2023,7,2,4,202307020400,202307020459,5.09,7.70,0.00,0.00
2023,7,2,5,202307020500,202307020559,4.99,6.64,0.00,0.00
2023,7,2,6,202307020600,202307020659,4.28,5.92,0.00,0.00
2023,7,2,7,202307020700,202307020759,4.93,6.60,0.00,0.00
2023,7,2,8,202307020800,202307020859,5.53,7.86,0.00,0.00
2023,7,2,9,202307020900,202307020959,5.36,7.81,0.00,0.00
2023,7,2,10,202307021000,202307021059,6.15,8.64,0.00,0.00
2023,7,2,11,202307021100,202307021159,5.96,8.41,0.00,0.00
2023,7,2,12,202307021200,202307021259,6.08,8.37,0.00,0.00
2023,7,2,13,202307021300,202307021359,6.60,9.10,0.00,0.00
2023,7,2,14,202307021400,202307021459,5.85,9.00,0.00,0.00
2023,7,2,15,202307021500,202307021559,5.17,8.00,0.00,0.00
2023,7,2,16,202307021600,202307021659,4.88,7.53,0.00,0.00
2023,7,2,17,202307021700,202307021759,5.22,7.44,0.00,0.00
2023,7,2,18,202307021800,202307021859,4.65,6.12,0.00,0.00
2023,7,2,19,202307021900,202307021959,3.11,4.35,0.00,0.00
2023,7,2,20,202307022000,202307022059,3.22,4.11,0.00,0.00
2023,7,2,21,202307022100,202307022159,3.04,4.28,0.00,0.00
2023,7,2,22,202307022200,202307022259,2.00,4.34,0.00,0.00
2023,7,2,23,202307022300,202307022359,3.38,4.47,0.00,0.00
2023,7,3,0,202307030000,202307030059,3.11,4.32,0.00,0.00
2023,7,3,1,202307030100,202307030159,1.99,2.63,0.00,0.00
2023,7,3,2,202307030200,202307030259,2.54,5.14,0.00,0.00
2023,7,3,3,202307030300,202307030359,4.58,5.54,0.00,0.00
2023,7,3,4,202307030400,202307030459,4.92,6.60,0.00,0.00
2023,7,3,5,202307030500,202307030559,4.81,6.62,0.00,0.00
2023,7,3,6,202307030600,202307030659,4.52,6.30,0.00,0.00
2023,7,3,7,202307030700,202307030759,4.90,7.12,0.00,0.00
2023,7,3,8,202307030800,202307030859,5.34,7.12,0.00,0.00
2023,7,3,9,202307030900,202307030959,5.10,7.27,0.00,0.00
2023,7,3,10,202307031000,202307031059,5.12,7.48,0.00,0.00
2023,7,3,11,202307031100,202307031159,5.74,7.83,0.00,0.00
2023,7,3,12,202307031200,202307031259,6.08,8.46,0.00,0.00
2023,7,3,13,202307031300,202307031359,6.35,8.51,0.00,0.00
2023,7,3,14,202307031400,202307031459,5.89,8.91,0.00,0.00
2023,7,3,15,202307031500,202307031559,6.00,9.41,0.00,0.00
2023,7,3,16,202307031600,202307031659,5.99,8.67,0.00,0.00
2023,7,3,17,202307031700,202307031759,5.23,7.42,0.00,0.00
2023,7,3,18,202307031800,202307031859,4.62,6.46,0.00,0.00
2023,7,3,19,202307031900,202307031959,4.11,5.32,0.00,0.00
2023,7,3,20,202307032000,202307032059,4.87,6.69,0.00,0.00
2023,7,3,21,202307032100,202307032159,3.12,6.74,0.00,0.00
2023,7,3,22,202307032200,202307032259,2.70,4.19,0.00,0.00
2023,7,3,23,202307032300,202307032359,4.47,5.88,0.00,0.00
2023,7,4,0,202307040000,202307040059,4.57,7.69,0.00,0.00
2023,7,4,1,202307040100,202307040159,3.11,5.20,0.00,0.00
2023,7,4,2,202307040200,202307040259,4.03,5.93,0.00,0.00
2023,7,4,3,202307040300,202307040359,2.51,3.84,0.00,0.00
2023,7,4,4,202307040400,202307040459,2.98,4.45,0.00,0.00
2023,7,4,5,202307040500,202307040559,2.21,3.30,0.00,0.00
2023,7,4,6,202307040600,202307040659,2.24,3.56,0.00,0.00
2023,7,4,7,202307040700,202307040759,2.15,3.85,0.00,0.00
2023,7,4,8,202307040800,202307040859,4.24,6.53,0.00,0.00
2023,7,4,9,202307040900,202307040959,4.67,6.63,0.00,0.00
2023,7,4,10,202307041000,202307041059,3.85,5.59,0.00,0.00
2023,7,4,11,202307041100,202307041159,4.45,6.24,0.00,0.00
2023,7,4,12,202307041200,202307041259,3.27,5.30,0.00,0.00
2023,7,4,13,202307041300,202307041359,3.73,5.97,0.00,0.00
2023,7,4,14,202307041400,202307041459,4.00,6.22,0.00,0.00
2023,7,4,15,202307041500,202307041559,3.74,5.86,0.00,0.00
2023,7,4,16,202307041600,202307041659,3.57,5.34,0.00,0.00
2023,7,4,17,202307041700,202307041759,3.29,4.75,0.00,0.00
2023,7,4,18,202307041800,202307041859,2.31,3.05,0.00,0.00
2023,7,4,19,202307041900,202307041959,1.44,2.50,0.00,0.00
2023,7,4,20,202307042000,202307042059,4.35,7.66,0.00,0.00
2023,7,4,21,202307042100,202307042159,6.13,7.18,0.00,0.00
2023,7,4,22,202307042200,202307042259,4.85,6.89,0.00,0.00
2023,7,4,23,202307042300,202307042359,3.41,4.73,0.00,0.00
2023,7,5,0,202307050000,202307050059,3.33,4.61,0.00,0.00
2023,7,5,1,202307050100,202307050159,4.29,6.34,0.00,0.00
2023,7,5,2,202307050200,202307050259,2.48,5.47,0.00,0.00
2023,7,5,3,202307050300,202307050359,5.38,7.67,0.00,0.00
2023,7,5,4,202307050400,202307050459,7.30,11.83,0.00,0.00
2023,7,5,5,202307050500,202307050559,7.42,10.36,0.00,0.00
2023,7,5,6,202307050600,202307050659,6.84,9.84,0.00,0.00
2023,7,5,7,202307050700,202307050759,4.86,8.95,0.00,0.00
2023,7,5,8,202307050800,202307050859,5.98,9.29,0.00,0.00
2023,7,5,9,202307050900,202307050959,6.99,9.93,0.00,0.00
2023,7,5,10,202307051000,202307051059,6.70,10.24,0.00,0.00
2023,7,5,11,202307051100,202307051159,7.41,9.55,0.00,0.00
2023,7,5,12,202307051200,202307051259,6.79,9.08,0.00,0.00
2023,7,5,13,202307051300,202307051359,6.63,9.46,0.00,0.00
2023,7,5,14,202307051400,202307051459,6.46,8.98,0.00,0.00
2023,7,5,15,202307051500,202307051559,5.78,8.07,0.00,0.00
2023,7,5,16,202307051600,202307051659,5.41,7.82,0.00,0.00
2023,7,5,17,202307051700,202307051759,4.44,6.52,0.00,0.00
2023,7,5,18,202307051800,202307051859,3.68,5.78,0.00,0.00
2023,7,5,19,202307051900,202307051959,3.36,4.37,0.00,0.00
2023,7,5,20,202307052000,202307052059,3.67,4.59,0.00,0.00
2023,7,5,21,202307052100,202307052159,2.88,4.38,0.00,0.00
2023,7,5,22,202307052200,202307052259,1.59,2.49,0.00,0.00
2023,7,5,23,202307052300,202307052359,2.15,3.42,0.00,0.00
2023,7,6,0,202307060000,202307060059,3.67,5.52,0.00,0.00
2023,7,6,1,202307060100,202307060159,2.67,4.58,0.00,0.00
2023,7,6,2,202307060200,202307060259,2.60,4.12,0.00,0.00
2023,7,6,3,202307060300,202307060359,2.49,3.63,0.00,0.00
2023,7,6,4,202307060400,202307060459,1.22,2.40,0.00,0.00
2023,7,6,5,202307060500,202307060559,1.76,3.05,0.00,0.00
2023,7,6,6,202307060600,202307060659,1.16,1.80,0.00,0.00
2023,7,6,7,202307060700,202307060759,2.08,3.13,0.00,0.00
2023,7,6,8,202307060800,202307060859,2.43,4.02,0.00,0.00
2023,7,6,9,202307060900,202307060959,2.52,3.63,0.00,0.00
2023,7,6,10,202307061000,202307061059,2.74,4.46,0.00,0.00
2023,7,6,11,202307061100,202307061159,2.68,4.59,0.00,0.00
2023,7,6,12,202307061200,202307061259,2.81,6.02,0.00,0.00
2023,7,6,13,202307061300,202307061359,3.20,5.29,0.00,0.00
2023,7,6,14,202307061400,202307061459,2.78,4.68,0.00,0.00
2023,7,6,15,202307061500,202307061559,2.80,3.76,0.00,0.00
2023,7,6,16,202307061600,202307061659,1.91,3.53,0.00,0.00
2023,7,6,17,202307061700,202307061759,1.54,2.51,0.00,0.00
2023,7,6,18,202307061800,202307061859,1.73,2.54,0.00,0.00
2023,7,6,19,202307061900,202307061959,1.68,3.46,0.00,0.00
2023,7,6,20,202307062000,202307062059,4.01,5.06,0.00,0.00
2023,7,6,21,202307062100,202307062159,3.23,5.79,0.00,0.00
2023,7,6,22,202307062200,202307062259,2.67,4.91,0.00,0.00
2023,7,6,23,202307062300,202307062359,1.89,3.92,0.00,0.00
2023,7,7,0,202307070000,202307070059,1.91,3.65,0.00,0.00
2023,7,7,1,202307070100,202307070159,1.90,3.46,0.00,0.00
2023,7,7,2,202307070200,202307070259,1.49,2.49,0.00,0.00
2023,7,7,3,202307070300,202307070359,0.98,1.90,0.00,0.00
2023,7,7,4,202307070400,202307070459,0.55,1.31,0.00,0.00
2023,7,7,5,202307070500,202307070559,1.15,1.67,0.00,0.00
2023,7,7,6,202307070600,202307070659,1.62,2.28,0.00,0.00
2023,7,7,7,202307070700,202307070759,1.94,2.73,0.00,0.00
2023,7,7,8,202307070800,202307070859,1.95,2.83,0.00,0.00
2023,7,7,9,202307070900,202307070959,1.82,3.10,0.00,0.00
2023,7,7,10,202307071000,202307071059,2.06,3.34,0.00,0.00
2023,7,7,11,202307071100,202307071159,2.51,3.86,0.00,0.00
2023,7,7,12,202307071200,202307071259,2.36,4.41,0.00,0.00
2023,7,7,13,202307071300,202307071359,2.29,3.96,0.00,0.00
2023,7,7,14,202307071400,202307071459,1.74,2.93,0.00,0.00
2023,7,7,15,202307071500,202307071559,2.24,4.12,0.00,0.00
2023,7,7,16,202307071600,202307071659,3.07,4.58,0.00,0.00
2023,7,7,17,202307071700,202307071759,4.29,5.39,0.00,0.00
2023,7,7,18,202307071800,202307071859,2.99,4.87,0.00,0.00
2023,7,7,19,202307071900,202307071959,3.57,5.40,0.00,0.00
2023,7,7,20,202307072000,202307072059,4.59,6.06,0.00,0.00
2023,7,7,21,202307072100,202307072159,3.61,5.18,0.00,0.00
2023,7,7,22,202307072200,202307072259,5.40,6.84,0.00,0.00
2023,7,7,23,202307072300,202307072359,6.81,8.53,0.00,0.00
2023,7,8,0,202307080000,202307080059,6.53,7.80,0.00,0.00
2023,7,8,1,202307080100,202307080159,4.11,7.13,0.00,0.00
2023,7,8,2,202307080200,202307080259,3.53,6.75,0.00,0.00
2023,7,8,3,202307080300,202307080359,4.49,10.30,0.00,0.00
2023,7,8,4,202307080400,202307080459,7.75,11.98,0.00,0.00
2023,7,8,5,202307080500,202307080559,9.23,13.44,0.00,0.00
2023,7,8,6,202307080600,202307080659,4.44,9.29,0.00,0.00
2023,7,8,7,202307080700,202307080759,2.76,4.68,0.00,0.00
2023,7,8,8,202307080800,202307080859,1.91,3.37,0.00,0.00
2023,7,8,9,202307080900,202307080959,1.31,2.82,0.00,0.00
2023,7,8,10,202307081000,202307081059,2.13,2.86,0.00,0.00
2023,7,8,11,202307081100,202307081159,3.06,5.20,0.00,0.00
2023,7,8,12,202307081200,202307081259,3.96,5.58,0.00,0.00
2023,7,8,13,202307081300,202307081359,3.94,5.69,0.00,0.00
2023,7,8,14,202307081400,202307081459,3.39,5.23,0.00,0.00
2023,7,8,15,202307081500,202307081559,3.76,5.52,0.00,0.00
2023,7,8,16,202307081600,202307081659,3.18,4.47,0.00,0.00
2023,7,8,17,202307081700,202307081759,3.27,4.06,0.00,0.00
2023,7,8,18,202307081800,202307081859,2.55,3.57,0.00,0.00
2023,7,8,19,202307081900,202307081959,2.06,3.43,0.00,0.00
2023,7,8,20,202307082000,202307082059,5.07,6.18,0.00,0.00
2023,7,8,21,202307082100,202307082159,5.79,7.29,0.00,0.00
2023,7,8,22,202307082200,202307082259,6.37,7.24,0.00,0.00
2023,7,8,23,202307082300,202307082359,5.95,7.26,0.00,0.00
2023,7,9,0,202307090000,202307090059,2.38,5.63,0.00,0.00
2023,7,9,1,202307090100,202307090159,1.66,2.77,0.00,0.00
2023,7,9,2,202307090200,202307090259,1.91,3.16,0.00,0.00
2023,7,9,3,202307090300,202307090359,2.45,3.47,0.00,0.00
2023,7,9,4,202307090400,202307090459,1.87,3.07,0.00,0.00
2023,7,9,5,202307090500,202307090559,1.65,2.69,0.00,0.00
2023,7,9,6,202307090600,202307090659,1.71,2.48,0.00,0.00
2023,7,9,7,202307090700,202307090759,1.80,2.21,0.00,0.00
2023,7,9,8,202307090800,202307090859,2.08,2.86,0.00,0.00
2023,7,9,9,202307090900,202307090959,1.71,2.93,0.00,0.00
2023,7,9,10,202307091000,202307091059,2.17,3.63,0.00,0.00
2023,7,9,11,202307091100,202307091159,3.03,4.03,0.00,0.00
2023,7,9,12,202307091200,202307091259,3.32,4.78,0.00,0.00
2023,7,9,13,202307091300,202307091359,2.75,4.44,0.00,0.00
2023,7,9,14,202307091400,202307091459,2.28,4.18,0.00,0.00
2023,7,9,15,202307091500,202307091559,3.41,5.20,0.00,0.00
2023,7,9,16,202307091600,202307091659,3.10,4.01,0.00,0.00
2023,7,9,17,202307091700,202307091759,2.49,3.47,0.00,0.00
2023,7,9,18,202307091800,202307091859,2.72,5.45,0.00,0.00
2023,7,9,19,202307091900,202307091959,5.79,6.82,0.00,0.00
2023,7,9,20,202307092000,202307092059,5.56,7.35,0.00,0.00
2023,7,9,21,202307092100,202307092159,3.82,6.21,0.00,0.00
2023,7,9,22,202307092200,202307092259,1.81,3.52,0.00,0.00
2023,7,9,23,202307092300,202307092359,3.28,4.63,0.00,0.00
2023,7,10,0,202307100000,202307100059,2.27,4.86,0.00,0.00
2023,7,10,1,202307100100,202307100159,2.00,3.24,0.00,0.00
2023,7,10,2,202307100200,202307100259,1.44,2.49,0.00,0.00
2023,7,10,3,202307100300,202307100359,4.43,7.93,0.00,0.00
2023,7,10,4,202307100400,202307100459,3.18,5.81,0.00,0.00
2023,7,10,5,202307100500,202307100559,1.80,3.22,0.00,0.00
2023,7,10,6,202307100600,202307100659,1.72,3.94,0.00,0.00
2023,7,10,7,202307100700,202307100759,1.59,2.74,0.00,0.00
2023,7,10,8,202307100800,202307100859,2.72,3.98,0.00,0.00
2023,7,10,9,202307100900,202307100959,3.06,4.71,0.00,0.00
2023,7,10,10,202307101000,202307101059,2.72,3.94,0.00,0.00
2023,7,10,11,202307101100,202307101159,3.10,5.31,0.00,0.00
2023,7,10,12,202307101200,202307101259,3.24,5.63,0.00,0.00
2023,7,10,13,202307101300,202307101359,3.78,5.81,0.00,0.00
2023,7,10,14,202307101400,202307101459,3.55,6.02,0.00,0.00
2023,7,10,15,202307101500,202307101559,3.43,5.17,0.00,0.00
2023,7,10,16,202307101600,202307101659,2.89,4.50,0.00,0.00
2023,7,10,17,202307101700,202307101759,2.72,4.64,0.00,0.00
2023,7,10,18,202307101800,202307101859,2.55,3.84,0.00,0.00
2023,7,10,19,202307101900,202307101959,1.25,2.44,0.00,0.00
2023,7,10,20,202307102000,202307102059,1.93,2.86,0.00,0.00
2023,7,10,21,202307102100,202307102159,2.49,3.40,0.00,0.00
2023,7,10,22,202307102200,202307102259,2.32,3.36,0.00,0.00
2023,7,10,23,202307102300,202307102359,1.49,3.04,0.00,0.00
2023,7,11,0,202307110000,202307110059,1.79,3.27,0.00,0.00
2023,7,11,1,202307110100,202307110159,1.91,3.56,0.00,0.00
2023,7,11,2,202307110200,202307110259,1.31,2.37,0.00,0.00
2023,7,11,3,202307110300,202307110359,1.49,2.58,0.00,0.00
2023,7,11,4,202307110400,202307110459,1.68,3.16,0.00,0.00
2023,7,11,5,202307110500,202307110559,1.04,1.66,0.00,0.00
2023,7,11,6,202307110600,202307110659,1.14,2.03,0.00,0.00
2023,7,11,7,202307110700,202307110759,1.53,2.62,0.00,0.00
2023,7,11,8,202307110800,202307110859,1.96,3.03,0.00,0.00
2023,7,11,9,202307110900,202307110959,2.11,3.23,0.00,0.00
