"Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_From","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","WindSpeed_gap_filled_percent","WindSpeed_missing_data_percent"
2023,3,13,17,202303131700,202303131759,5.07,8.56,0.00,0.00
2023,3,13,18,202303131800,202303131859,4.49,8.89,0.00,0.00
2023,3,13,19,202303131900,202303131959,6.45,14.46,0.00,0.00
2023,3,13,20,202303132000,202303132059,3.31,6.76,0.00,0.00
2023,3,13,21,202303132100,202303132159,3.18,5.60,0.00,0.00
2023,3,13,22,202303132200,202303132259,6.31,11.35,0.00,0.00
2023,3,13,23,202303132300,202303132359,5.40,8.87,0.00,0.00
2023,3,14,0,202303140000,202303140059,6.89,11.97,0.00,0.00
2023,3,14,1,202303140100,202303140159,8.95,13.20,0.00,0.00
2023,3,14,2,202303140200,202303140259,8.76,12.18,0.00,0.00
2023,3,14,3,202303140300,202303140359,9.69,12.30,0.00,0.00
2023,3,14,4,202303140400,202303140459,10.08,15.08,0.00,0.00
2023,3,14,5,202303140500,202303140559,8.96,12.80,0.00,0.00
2023,3,14,6,202303140600,202303140659,7.80,10.59,0.00,0.00
2023,3,14,7,202303140700,202303140759,7.15,10.44,0.00,0.00
2023,3,14,8,202303140800,202303140859,6.75,10.55,0.00,0.00
2023,3,14,9,202303140900,202303140959,7.81,13.47,0.00,0.00
2023,3,14,10,202303141000,202303141059,9.00,13.36,0.00,0.00
2023,3,14,11,202303141100,202303141159,8.29,11.39,0.00,0.00
2023,3,14,12,202303141200,202303141259,6.73,11.35,0.00,0.00
2023,3,14,13,202303141300,202303141359,7.63,11.63,0.00,0.00
2023,3,14,14,202303141400,202303141459,5.63,9.21,0.00,0.00
2023,3,14,15,202303141500,202303141559,5.95,8.45,0.00,0.00
2023,3,14,16,202303141600,202303141659,5.77,8.19,0.00,0.00
2023,3,14,17,202303141700,202303141759,5.06,7.74,0.00,0.00
2023,3,14,18,202303141800,202303141859,4.29,5.96,0.00,0.00
2023,3,14,19,202303141900,202303141959,4.11,6.09,0.00,0.00
2023,3,14,20,202303142000,202303142059,6.78,10.97,0.00,0.00
2023,3,14,21,202303142100,202303142159,5.17,8.91,0.00,0.00
2023,3,14,22,202303142200,202303142259,4.80,7.61,0.00,0.00
2023,3,14,23,202303142300,202303142359,3.19,5.05,0.00,0.00
2023,3,15,0,202303150000,202303150059,3.21,4.31,0.00,0.00
2023,3,15,1,202303150100,202303150159,1.87,3.56,0.00,0.00
2023,3,15,2,202303150200,202303150259,2.45,3.57,0.00,0.00
2023,3,15,3,202303150300,202303150359,1.13,2.71,0.00,0.00
2023,3,15,4,202303150400,202303150459,1.71,3.24,0.00,0.00
2023,3,15,5,202303150500,202303150559,3.72,4.96,0.00,0.00
2023,3,15,6,202303150600,202303150659,3.79,5.96,0.00,0.00
2023,3,15,7,202303150700,202303150759,2.41,3.29,0.00,0.00
2023,3,15,8,202303150800,202303150859,2.67,4.13,0.00,0.00
2023,3,15,9,202303150900,202303150959,4.52,6.31,0.00,0.00
2023,3,15,10,202303151000,202303151059,5.36,7.59,0.00,0.00
2023,3,15,11,202303151100,202303151159,5.60,8.19,0.00,0.00
2023,3,15,12,202303151200,202303151259,4.64,6.16,0.00,0.00
2023,3,15,13,202303151300,202303151359,4.05,6.42,0.00,0.00
2023,3,15,14,202303151400,202303151459,3.96,6.05,0.00,0.00
2023,3,15,15,202303151500,202303151559,4.41,6.21,0.00,0.00
2023,3,15,16,202303151600,202303151659,3.53,5.38,0.00,0.00
2023,3,15,17,202303151700,202303151759,3.56,5.61,0.00,0.00
2023,3,15,18,202303151800,202303151859,1.91,3.64,0.00,0.00
2023,3,15,19,202303151900,202303151959,2.30,3.85,0.00,0.00
2023,3,15,20,202303152000,202303152059,1.38,2.55,0.00,0.00
2023,3,15,21,202303152100,202303152159,1.84,2.80,0.00,0.00
2023,3,15,22,202303152200,202303152259,2.48,5.12,0.00,0.00
2023,3,15,23,202303152300,202303152359,3.21,4.64,0.00,0.00
2023,3,16,0,202303160000,202303160059,2.64,4.35,0.00,0.00
2023,3,16,1,202303160100,202303160159,3.09,4.38,0.00,0.00
2023,3,16,2,202303160200,202303160259,1.24,2.72,0.00,0.00
2023,3,16,3,202303160300,202303160359,1.04,1.98,0.00,0.00
2023,3,16,4,202303160400,202303160459,0.96,1.93,0.00,0.00
2023,3,16,5,202303160500,202303160559,0.75,1.75,0.00,0.00
2023,3,16,6,202303160600,202303160659,1.10,1.94,0.00,0.00
2023,3,16,7,202303160700,202303160759,1.65,2.80,0.00,0.00
2023,3,16,8,202303160800,202303160859,1.66,2.89,0.00,0.00
2023,3,16,9,202303160900,202303160959,1.78,3.33,0.00,0.00
2023,3,16,10,202303161000,202303161059,1.83,2.98,0.00,0.00
2023,3,16,11,202303161100,202303161159,2.16,3.34,0.00,0.00
2023,3,16,12,202303161200,202303161259,1.85,2.87,0.00,0.00
2023,3,16,13,202303161300,202303161359,1.88,2.85,0.00,0.00
2023,3,16,14,202303161400,202303161459,1.82,2.99,0.00,0.00
2023,3,16,15,202303161500,202303161559,2.63,3.82,0.00,0.00
2023,3,16,16,202303161600,202303161659,1.55,2.68,0.00,0.00
2023,3,16,17,202303161700,202303161759,1.57,2.59,0.00,0.00
2023,3,16,18,202303161800,202303161859,2.14,4.14,0.00,0.00
2023,3,16,19,202303161900,202303161959,2.43,4.68,0.00,0.00
2023,3,16,20,202303162000,202303162059,3.38,6.62,0.00,0.00
2023,3,16,21,202303162100,202303162159,4.21,5.35,0.00,0.00
2023,3,16,22,202303162200,202303162259,1.96,4.69,0.00,0.00
2023,3,16,23,202303162300,202303162359,1.83,3.43,0.00,0.00
2023,3,17,0,202303170000,202303170059,1.29,3.05,0.00,0.00
2023,3,17,1,202303170100,202303170159,0.72,1.69,0.00,0.00
2023,3,17,2,202303170200,202303170259,0.84,1.78,0.00,0.00
2023,3,17,3,202303170300,202303170359,1.28,3.22,0.00,0.00
2023,3,17,4,202303170400,202303170459,1.18,2.36,0.00,0.00
2023,3,17,5,202303170500,202303170559,1.37,2.48,0.00,0.00
2023,3,17,6,202303170600,202303170659,0.77,1.82,0.00,0.00
2023,3,17,7,202303170700,202303170759,0.76,1.93,0.00,0.00
2023,3,17,8,202303170800,202303170859,1.44,2.26,0.00,0.00
2023,3,17,9,202303170900,202303170959,1.45,2.09,0.00,0.00
2023,3,17,10,202303171000,202303171059,1.38,1.98,0.00,0.00
2023,3,17,11,202303171100,202303171159,1.52,2.37,0.00,0.00
2023,3,17,12,202303171200,202303171259,1.93,2.97,0.00,0.00
2023,3,17,13,202303171300,202303171359,2.52,3.75,0.00,0.00
2023,3,17,14,202303171400,202303171459,3.42,5.02,0.00,0.00
2023,3,17,15,202303171500,202303171559,4.25,6.38,0.00,0.00
2023,3,17,16,202303171600,202303171659,2.83,5.12,0.00,0.00
2023,3,17,17,202303171700,202303171759,3.07,5.09,0.00,0.00
2023,3,17,18,202303171800,202303171859,3.65,4.88,0.00,0.00
2023,3,17,19,202303171900,202303171959,4.39,5.56,0.00,0.00
2023,3,17,20,202303172000,202303172059,5.42,7.87,0.00,0.00
2023,3,17,21,202303172100,202303172159,5.86,8.44,0.00,0.00
2023,3,17,22,202303172200,202303172259,5.08,7.66,0.00,0.00
2023,3,17,23,202303172300,202303172359,4.11,5.65,0.00,0.00
2023,3,18,0,202303180000,202303180059,4.03,5.82,0.00,0.00
2023,3,18,1,202303180100,202303180159,4.25,5.95,0.00,0.00
2023,3,18,2,202303180200,202303180259,4.26,5.93,0.00,0.00
2023,3,18,3,202303180300,202303180359,4.15,5.51,0.00,0.00
2023,3,18,4,202303180400,202303180459,3.77,4.56,0.00,0.00
2023,3,18,5,202303180500,202303180559,3.72,4.40,0.00,0.00
2023,3,18,6,202303180600,202303180659,4.10,4.86,0.00,0.00
2023,3,18,7,202303180700,202303180759,3.42,4.52,0.00,0.00
2023,3,18,8,202303180800,202303180859,4.26,6.45,0.00,0.00
2023,3,18,9,202303180900,202303180959,4.92,7.12,0.00,0.00
2023,3,18,10,202303181000,202303181059,5.03,7.06,0.00,0.00
2023,3,18,11,202303181100,202303181159,4.71,6.89,0.00,0.00
2023,3,18,12,202303181200,202303181259,3.71,5.08,0.00,0.00
2023,3,18,13,202303181300,202303181359,3.70,4.86,0.00,0.00
2023,3,18,14,202303181400,202303181459,3.17,4.40,0.00,0.00
2023,3,18,15,202303181500,202303181559,3.21,4.70,0.00,0.00
2023,3,18,16,202303181600,202303181659,2.70,3.64,0.00,0.00
2023,3,18,17,202303181700,202303181759,2.76,3.59,0.00,0.00
2023,3,18,18,202303181800,202303181859,3.41,6.34,0.00,0.00
2023,3,18,19,202303181900,202303181959,4.27,5.66,0.00,0.00
2023,3,18,20,202303182000,202303182059,3.49,4.27,0.00,0.00
2023,3,18,21,202303182100,202303182159,3.37,5.19,0.00,0.00
2023,3,18,22,202303182200,202303182259,3.66,4.64,0.00,0.00
2023,3,18,23,202303182300,202303182359,3.39,4.04,0.00,0.00
2023,3,19,0,202303190000,202303190059,3.59,6.10,0.00,0.00
2023,3,19,1,202303190100,202303190159,2.51,4.19,0.00,0.00
2023,3,19,2,202303190200,202303190259,4.22,6.20,0.00,0.00
2023,3,19,3,202303190300,202303190359,2.79,3.91,0.00,0.00
2023,3,19,4,202303190400,202303190459,2.90,3.82,0.00,0.00
2023,3,19,5,202303190500,202303190559,2.93,3.79,0.00,0.00
2023,3,19,6,202303190600,202303190659,3.03,3.88,0.00,0.00
2023,3,19,7,202303190700,202303190759,3.75,7.43,0.00,0.00
2023,3,19,8,202303190800,202303190859,4.48,6.55,0.00,0.00
2023,3,19,9,202303190900,202303190959,4.94,6.86,0.00,0.00
2023,3,19,10,202303191000,202303191059,6.18,8.05,0.00,0.00
2023,3,19,11,202303191100,202303191159,4.92,7.09,0.00,0.00
2023,3,19,12,202303191200,202303191259,4.73,6.52,0.00,0.00
2023,3,19,13,202303191300,202303191359,4.02,6.01,0.00,0.00
2023,3,19,14,202303191400,202303191459,4.48,7.04,0.00,0.00
2023,3,19,15,202303191500,202303191559,4.49,6.86,0.00,0.00
2023,3,19,16,202303191600,202303191659,4.32,6.25,0.00,0.00
2023,3,19,17,202303191700,202303191759,2.93,4.09,0.00,0.00
2023,3,19,18,202303191800,202303191859,4.69,8.30,0.00,0.00
2023,3,19,19,202303191900,202303191959,4.71,6.93,0.00,0.00
2023,3,19,20,202303192000,202303192059,1.82,5.91,0.00,0.00
2023,3,19,21,202303192100,202303192159,0.99,2.07,0.00,0.00
2023,3,19,22,202303192200,202303192259,0.88,2.09,0.00,0.00
2023,3,19,23,202303192300,202303192359,0.90,2.00,0.00,0.00
2023,3,20,0,202303200000,202303200059,2.20,2.72,0.00,0.00
2023,3,20,1,202303200100,202303200159,2.29,2.90,0.00,0.00
2023,3,20,2,202303200200,202303200259,1.54,2.41,0.00,0.00
2023,3,20,3,202303200300,202303200359,1.66,2.60,0.00,0.00
2023,3,20,4,202303200400,202303200459,1.49,2.11,0.00,0.00
2023,3,20,5,202303200500,202303200559,0.99,1.96,0.00,0.00
2023,3,20,6,202303200600,202303200659,1.50,3.01,0.00,0.00
2023,3,20,7,202303200700,202303200759,1.45,2.78,0.00,0.00
2023,3,20,8,202303200800,202303200859,2.53,3.79,0.00,0.00
2023,3,20,9,202303200900,202303200959,2.46,3.44,0.00,0.00
2023,3,20,10,202303201000,202303201059,2.26,3.97,0.00,0.00
2023,3,20,11,202303201100,202303201159,2.83,4.17,0.00,0.00
2023,3,20,12,202303201200,202303201259,2.94,4.24,0.00,0.00
2023,3,20,13,202303201300,202303201359,3.09,4.27,0.00,0.00
2023,3,20,14,202303201400,202303201459,2.70,4.65,0.00,0.00
2023,3,20,15,202303201500,202303201559,2.83,4.03,0.00,0.00
2023,3,20,16,202303201600,202303201659,2.94,4.22,0.00,0.00
2023,3,20,17,202303201700,202303201759,1.92,3.17,0.00,0.00
2023,3,20,18,202303201800,202303201859,0.65,2.81,0.00,0.00
2023,3,20,19,202303201900,202303201959,2.95,4.35,0.00,0.00
2023,3,20,20,202303202000,202303202059,2.23,3.45,0.00,0.00
2023,3,20,21,202303202100,202303202159,3.01,4.74,0.00,0.00
2023,3,20,22,202303202200,202303202259,2.72,5.23,0.00,0.00
2023,3,20,23,202303202300,202303202359,1.28,2.16,0.00,0.00
2023,3,21,0,202303210000,202303210059,1.18,2.02,0.00,0.00
2023,3,21,1,202303210100,202303210159,2.63,3.48,0.00,0.00
2023,3,21,2,202303210200,202303210259,3.08,3.83,0.00,0.00
2023,3,21,3,202303210300,202303210359,2.30,4.22,0.00,0.00
2023,3,21,4,202303210400,202303210459,1.95,4.14,0.00,0.00
2023,3,21,5,202303210500,202303210559,1.87,3.26,0.00,0.00
2023,3,21,6,202303210600,202303210659,1.85,2.88,0.00,0.00
2023,3,21,7,202303210700,202303210759,1.25,1.72,0.00,0.00
2023,3,21,8,202303210800,202303210859,1.38,1.96,0.00,0.00
2023,3,21,9,202303210900,202303210959,1.39,2.04,0.00,0.00
2023,3,21,10,202303211000,202303211059,1.61,2.68,0.00,0.00
2023,3,21,11,202303211100,202303211159,2.46,4.08,0.00,0.00
2023,3,21,12,202303211200,202303211259,3.03,4.04,0.00,0.00
2023,3,21,13,202303211300,202303211359,4.37,6.19,0.00,0.00
2023,3,21,14,202303211400,202303211459,4.04,6.27,0.00,0.00
2023,3,21,15,202303211500,202303211559,3.36,4.74,0.00,0.00
2023,3,21,16,202303211600,202303211659,4.34,7.32,0.00,0.00
2023,3,21,17,202303211700,202303211759,4.95,6.65,0.00,0.00
2023,3,21,18,202303211800,202303211859,4.90,6.51,0.00,0.00
2023,3,21,19,202303211900,202303211959,3.53,5.05,0.00,0.00
2023,3,21,20,202303212000,202303212059,3.78,6.13,0.00,0.00
2023,3,21,21,202303212100,202303212159,5.05,7.05,0.00,0.00
2023,3,21,22,202303212200,202303212259,3.92,5.42,0.00,0.00
2023,3,21,23,202303212300,202303212359,2.23,4.35,0.00,0.00
2023,3,22,0,202303220000,202303220059,3.98,5.38,0.00,0.00
2023,3,22,1,202303220100,202303220159,2.67,3.55,0.00,0.00
2023,3,22,2,202303220200,202303220259,2.35,3.44,0.00,0.00
2023,3,22,3,202303220300,202303220359,2.53,3.82,0.00,0.00
2023,3,22,4,202303220400,202303220459,3.01,5.33,0.00,0.00
2023,3,22,5,202303220500,202303220559,3.98,5.57,0.00,0.00
2023,3,22,6,202303220600,202303220659,1.96,3.31,0.00,0.00
2023,3,22,7,202303220700,202303220759,1.17,2.38,0.00,0.00
2023,3,22,8,202303220800,202303220859,2.49,6.16,0.00,0.00
2023,3,22,9,202303220900,202303220959,4.99,6.92,0.00,0.00
2023,3,22,10,202303221000,202303221059,5.81,8.25,0.00,0.00
2023,3,22,11,202303221100,202303221159,6.20,8.15,0.00,0.00
2023,3,22,12,202303221200,202303221259,6.63,9.80,0.00,0.00
2023,3,22,13,202303221300,202303221359,6.51,8.79,0.00,0.00
2023,3,22,14,202303221400,202303221459,6.30,8.71,0.00,0.00
2023,3,22,15,202303221500,202303221559,5.94,7.92,0.00,0.00
2023,3,22,16,202303221600,202303221659,4.23,6.31,0.00,0.00
2023,3,22,17,202303221700,202303221759,3.45,5.11,0.00,0.00
2023,3,22,18,202303221800,202303221859,3.03,4.65,0.00,0.00
2023,3,22,19,202303221900,202303221959,3.32,4.41,0.00,0.00
2023,3,22,20,202303222000,202303222059,3.25,4.15,0.00,0.00
2023,3,22,21,202303222100,202303222159,3.35,4.19,0.00,0.00
2023,3,22,22,202303222200,202303222259,3.49,4.08,0.00,0.00
2023,3,22,23,202303222300,202303222359,3.56,4.50,0.00,0.00
2023,3,23,0,202303230000,202303230059,3.80,6.42,0.00,0.00
2023,3,23,1,202303230100,202303230159,5.64,9.19,0.00,0.00
2023,3,23,2,202303230200,202303230259,6.62,9.34,0.00,0.00
2023,3,23,3,202303230300,202303230359,5.79,8.72,0.00,0.00
2023,3,23,4,202303230400,202303230459,6.26,9.52,0.00,0.00
2023,3,23,5,202303230500,202303230559,6.94,10.41,0.00,0.00
2023,3,23,6,202303230600,202303230659,5.29,9.16,0.00,0.00
2023,3,23,7,202303230700,202303230759,6.25,9.68,0.00,0.00
2023,3,23,8,202303230800,202303230859,4.45,8.52,0.00,0.00
2023,3,23,9,202303230900,202303230959,3.74,7.88,0.00,0.00
2023,3,23,10,202303231000,202303231059,3.96,7.68,0.00,0.00
2023,3,23,11,202303231100,202303231159,6.23,9.21,0.00,0.00
2023,3,23,12,202303231200,202303231259,6.00,8.90,0.00,0.00
2023,3,23,13,202303231300,202303231359,5.96,8.27,0.00,0.00
2023,3,23,14,202303231400,202303231459,5.33,8.64,0.00,0.00
2023,3,23,15,202303231500,202303231559,1.78,3.94,0.00,0.00
2023,3,23,16,202303231600,202303231659,4.34,6.71,0.00,0.00
2023,3,23,17,202303231700,202303231759,4.71,8.23,0.00,0.00
2023,3,23,18,202303231800,202303231859,3.18,5.40,0.00,0.00
2023,3,23,19,202303231900,202303231959,2.58,4.78,0.00,0.00
2023,3,23,20,202303232000,202303232059,1.98,3.04,0.00,0.00
2023,3,23,21,202303232100,202303232159,2.35,3.74,0.00,0.00
2023,3,23,22,202303232200,202303232259,2.54,3.44,0.00,0.00
2023,3,23,23,202303232300,202303232359,2.62,5.07,0.00,0.00
2023,3,24,0,202303240000,202303240059,3.32,6.48,0.00,0.00
2023,3,24,1,202303240100,202303240159,1.58,2.88,0.00,0.00
2023,3,24,2,202303240200,202303240259,5.47,10.29,0.00,0.00
2023,3,24,3,202303240300,202303240359,5.00,8.93,0.00,0.00
2023,3,24,4,202303240400,202303240459,7.81,13.58,0.00,0.00
2023,3,24,5,202303240500,202303240559,4.45,7.55,0.00,0.00
2023,3,24,6,202303240600,202303240659,3.75,6.66,0.00,0.00
2023,3,24,7,202303240700,202303240759,5.05,8.16,0.00,0.00
2023,3,24,8,202303240800,202303240859,7.79,11.03,0.00,0.00
2023,3,24,9,202303240900,202303240959,7.44,10.66,0.00,0.00
2023,3,24,10,202303241000,202303241059,8.28,12.88,0.00,0.00
2023,3,24,11,202303241100,202303241159,8.43,11.19,0.00,0.00
2023,3,24,12,202303241200,202303241259,7.18,12.17,0.00,0.00
2023,3,24,13,202303241300,202303241359,8.78,11.72,0.00,0.00
2023,3,24,14,202303241400,202303241459,7.36,11.02,0.00,0.00
2023,3,24,15,202303241500,202303241559,9.16,12.84,0.00,0.00
2023,3,24,16,202303241600,202303241659,7.60,12.27,0.00,0.00
2023,3,24,17,202303241700,202303241759,7.95,11.30,0.00,0.00
2023,3,24,18,202303241800,202303241859,8.05,12.11,0.00,0.00
2023,3,24,19,202303241900,202303241959,7.92,11.01,0.00,0.00
2023,3,24,20,202303242000,202303242059,7.77,10.52,0.00,0.00
2023,3,24,21,202303242100,202303242159,8.16,12.28,0.00,0.00
2023,3,24,22,202303242200,202303242259,7.89,11.15,0.00,0.00
2023,3,24,23,202303242300,202303242359,9.21,12.82,0.00,0.00
2023,3,25,0,202303250000,202303250059,8.82,12.45,0.00,0.00
2023,3,25,1,202303250100,202303250159,8.39,11.96,0.00,0.00
2023,3,25,2,202303250200,202303250259,8.34,10.98,0.00,0.00
2023,3,25,3,202303250300,202303250359,8.56,11.31,0.00,0.00
2023,3,25,4,202303250400,202303250459,8.38,12.30,0.00,0.00
2023,3,25,5,202303250500,202303250559,7.43,9.77,0.00,0.00
2023,3,25,6,202303250600,202303250659,7.37,10.82,0.00,0.00
2023,3,25,7,202303250700,202303250759,7.60,11.08,0.00,0.00
2023,3,25,8,202303250800,202303250859,9.00,12.74,0.00,0.00
2023,3,25,9,202303250900,202303250959,8.52,11.47,0.00,0.00
2023,3,25,10,202303251000,202303251059,7.99,10.44,0.00,0.00
2023,3,25,11,202303251100,202303251159,8.17,10.92,0.00,0.00
2023,3,25,12,202303251200,202303251259,9.73,12.25,0.00,0.00
2023,3,25,13,202303251300,202303251359,8.34,11.04,0.00,0.00
2023,3,25,14,202303251400,202303251459,6.99,10.06,0.00,0.00
2023,3,25,15,202303251500,202303251559,6.27,11.67,0.00,0.00
2023,3,25,16,202303251600,202303251659,6.54,11.00,0.00,0.00
2023,3,25,17,202303251700,202303251759,3.68,5.40,0.00,0.00
2023,3,25,18,202303251800,202303251859,6.33,9.35,0.00,0.00
2023,3,25,19,202303251900,202303251959,7.47,10.35,0.00,0.00
2023,3,25,20,202303252000,202303252059,8.38,11.39,0.00,0.00
2023,3,25,21,202303252100,202303252159,6.95,9.90,0.00,0.00
2023,3,25,22,202303252200,202303252259,6.22,8.30,0.00,0.00
2023,3,25,23,202303252300,202303252359,4.77,7.83,0.00,0.00
2023,3,26,0,202303260000,202303260059,4.58,6.64,0.00,0.00
2023,3,26,1,202303260100,202303260159,3.96,6.82,0.00,0.00
2023,3,26,2,202303260200,202303260259,2.70,4.29,0.00,0.00
2023,3,26,3,202303260300,202303260359,2.89,4.59,0.00,0.00
2023,3,26,4,202303260400,202303260459,3.50,6.55,0.00,0.00
2023,3,26,5,202303260500,202303260559,4.58,7.42,0.00,0.00
2023,3,26,6,202303260600,202303260659,3.27,6.37,0.00,0.00
2023,3,26,7,202303260700,202303260759,6.59,11.41,0.00,0.00
2023,3,26,8,202303260800,202303260859,7.36,10.27,0.00,0.00
2023,3,26,9,202303260900,202303260959,9.31,12.93,0.00,0.00
2023,3,26,10,202303261000,202303261059,7.61,10.04,0.00,0.00
2023,3,26,11,202303261100,202303261159,8.55,13.71,0.00,0.00
2023,3,26,12,202303261200,202303261259,7.22,11.84,0.00,0.00
2023,3,26,13,202303261300,202303261359,6.57,12.36,0.00,0.00
2023,3,26,14,202303261400,202303261459,5.19,12.51,0.00,0.00
2023,3,26,15,202303261500,202303261559,6.01,9.07,0.00,0.00
2023,3,26,16,202303261600,202303261659,6.99,9.17,0.00,0.00
2023,3,26,17,202303261700,202303261759,6.06,9.21,0.00,0.00
2023,3,26,18,202303261800,202303261859,4.72,7.84,0.00,0.00
2023,3,26,19,202303261900,202303261959,4.56,8.76,0.00,0.00
2023,3,26,20,202303262000,202303262059,4.24,6.09,0.00,0.00
2023,3,26,21,202303262100,202303262159,4.80,7.13,0.00,0.00
2023,3,26,22,202303262200,202303262259,4.72,6.38,0.00,0.00
2023,3,26,23,202303262300,202303262359,4.63,7.36,0.00,0.00
2023,3,27,0,202303270000,202303270059,4.53,6.67,0.00,0.00
2023,3,27,1,202303270100,202303270159,3.78,4.54,0.00,0.00
2023,3,27,2,202303270200,202303270259,3.03,4.31,0.00,0.00
2023,3,27,3,202303270300,202303270359,6.23,8.43,0.00,0.00
2023,3,27,4,202303270400,202303270459,5.27,7.94,0.00,0.00
2023,3,27,5,202303270500,202303270559,5.23,7.14,0.00,0.00
2023,3,27,6,202303270600,202303270659,5.33,7.16,0.00,0.00
2023,3,27,7,202303270700,202303270759,6.80,9.23,0.00,0.00
2023,3,27,8,202303270800,202303270859,6.55,7.99,0.00,0.00
2023,3,27,9,202303270900,202303270959,5.00,6.76,0.00,0.00
2023,3,27,10,202303271000,202303271059,4.04,5.83,0.00,0.00
2023,3,27,11,202303271100,202303271159,4.73,6.87,0.00,0.00
2023,3,27,12,202303271200,202303271259,4.34,6.47,0.00,0.00
2023,3,27,13,202303271300,202303271359,3.61,6.28,0.00,0.00
2023,3,27,14,202303271400,202303271459,3.28,5.24,0.00,0.00
2023,3,27,15,202303271500,202303271559,3.37,4.99,0.00,0.00
2023,3,27,16,202303271600,202303271659,4.89,8.97,0.00,0.00
2023,3,27,17,202303271700,202303271759,2.83,6.57,0.00,0.00
2023,3,27,18,202303271800,202303271859,1.83,2.76,0.00,0.00
2023,3,27,19,202303271900,202303271959,1.96,2.39,0.00,0.00
2023,3,27,20,202303272000,202303272059,1.90,2.67,0.00,0.00
2023,3,27,21,202303272100,202303272159,1.99,2.80,0.00,0.00
2023,3,27,22,202303272200,202303272259,1.98,2.77,0.00,0.00
2023,3,27,23,202303272300,202303272359,1.49,2.25,0.00,0.00
2023,3,28,0,202303280000,202303280059,1.60,2.23,0.00,0.00
2023,3,28,1,202303280100,202303280159,1.49,2.18,0.00,0.00
2023,3,28,2,202303280200,202303280259,1.77,2.62,0.00,0.00
2023,3,28,3,202303280300,202303280359,2.45,3.08,0.00,0.00
2023,3,28,4,202303280400,202303280459,2.42,2.93,0.00,0.00
2023,3,28,5,202303280500,202303280559,2.61,4.77,0.00,0.00
2023,3,28,6,202303280600,202303280659,4.22,5.64,0.00,0.00
2023,3,28,7,202303280700,202303280759,2.48,5.41,0.00,0.00
2023,3,28,8,202303280800,202303280859,1.77,2.53,0.00,0.00
2023,3,28,9,202303280900,202303280959,2.30,3.25,0.00,0.00
2023,3,28,10,202303281000,202303281059,2.53,4.18,0.00,0.00
2023,3,28,11,202303281100,202303281159,3.03,4.91,0.00,0.00
2023,3,28,12,202303281200,202303281259,2.07,3.70,0.00,0.00
2023,3,28,13,202303281300,202303281359,2.31,3.63,0.00,0.00
2023,3,28,14,202303281400,202303281459,2.13,3.75,0.00,0.00
2023,3,28,15,202303281500,202303281559,1.93,3.71,0.00,0.00
2023,3,28,16,202303281600,202303281659,1.80,3.06,0.00,0.00
2023,3,28,17,202303281700,202303281759,1.76,3.23,0.00,0.00
2023,3,28,18,202303281800,202303281859,4.06,5.70,0.00,0.00
2023,3,28,19,202303281900,202303281959,2.45,4.84,0.00,0.00
2023,3,28,20,202303282000,202303282059,3.34,5.61,0.00,0.00
2023,3,28,21,202303282100,202303282159,2.67,5.34,0.00,0.00
2023,3,28,22,202303282200,202303282259,3.76,7.00,0.00,0.00
2023,3,28,23,202303282300,202303282359,2.71,4.27,0.00,0.00
2023,3,29,0,202303290000,202303290059,2.59,4.13,0.00,0.00
2023,3,29,1,202303290100,202303290159,2.21,3.59,0.00,0.00
2023,3,29,2,202303290200,202303290259,4.92,6.37,0.00,0.00
2023,3,29,3,202303290300,202303290359,4.71,6.32,0.00,0.00
2023,3,29,4,202303290400,202303290459,5.45,7.03,0.00,0.00
2023,3,29,5,202303290500,202303290559,7.01,8.76,0.00,0.00
2023,3,29,6,202303290600,202303290659,5.90,7.91,0.00,0.00
2023,3,29,7,202303290700,202303290759,5.16,7.27,0.00,0.00
2023,3,29,8,202303290800,202303290859,5.65,7.71,0.00,0.00
2023,3,29,9,202303290900,202303290959,6.22,9.06,0.00,0.00
2023,3,29,10,202303291000,202303291059,6.55,9.21,0.00,0.00
2023,3,29,11,202303291100,202303291159,6.23,10.38,0.00,0.00
2023,3,29,12,202303291200,202303291259,6.95,9.11,0.00,0.00
2023,3,29,13,202303291300,202303291359,6.19,8.81,0.00,0.00
2023,3,29,14,202303291400,202303291459,6.62,8.90,0.00,0.00
2023,3,29,15,202303291500,202303291559,6.90,9.84,0.00,0.00
2023,3,29,16,202303291600,202303291659,4.22,5.80,0.00,0.00
2023,3,29,17,202303291700,202303291759,3.78,6.29,0.00,0.00
2023,3,29,18,202303291800,202303291859,4.72,7.03,0.00,0.00
2023,3,29,19,202303291900,202303291959,6.08,9.27,0.00,0.00
2023,3,29,20,202303292000,202303292059,5.45,8.16,0.00,0.00
2023,3,29,21,202303292100,202303292159,5.09,7.75,0.00,0.00
2023,3,29,22,202303292200,202303292259,4.11,5.57,0.00,0.00
2023,3,29,23,202303292300,202303292359,3.90,5.34,0.00,0.00
2023,3,30,0,202303300000,202303300059,5.48,8.14,0.00,0.00
2023,3,30,1,202303300100,202303300159,4.23,6.69,0.00,0.00
2023,3,30,2,202303300200,202303300259,7.50,9.67,0.00,0.00
2023,3,30,3,202303300300,202303300359,4.15,8.17,0.00,0.00
2023,3,30,4,202303300400,202303300459,2.85,4.48,0.00,0.00
