"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff"
"2762",13808,13808,"2023-04-26 03:00:00","FRSEEP","predicted",5.85356769710779,96.5969443317576,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",3,"night","2023-04-26","spring_transition",2023,4,26,1,"2023-04-26 01:59:00",1.63,2.55,0.20354711636901,8,0.00709896955887945
"2763",13813,13813,"2023-04-26 04:00:00","FRSEEP","predicted",5.35015935450792,96.4767438711969,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",4,"night","2023-04-26","spring_transition",2023,4,26,2,"2023-04-26 02:59:00",1.93,2.89,0.503408342599871,9,-0.248659354507909
"2764",13816,13816,"2023-04-26 05:00:00","FRSEEP","predicted",5.34193218126893,96.9272161762063,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",5,"day","2023-04-26","spring_transition",2023,4,26,3,"2023-04-26 03:59:00",1.91,2.83,0.00822717323898914,10,0.0587344853977392
"2765",13824,13824,"2023-04-26 06:00:00","FRSEEP","predicted",6.06362207606435,96.2415975126943,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",6,"day","2023-04-26","spring_transition",2023,4,26,4,"2023-04-26 04:59:00",1.52,2.7,-0.72168989479542,11,0.12971125726898
"2766",13828,13828,"2023-04-26 07:00:00","FRSEEP","predicted",6.96010141447187,92.615292429558,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",7,"day","2023-04-26","spring_transition",2023,4,26,5,"2023-04-26 05:59:00",1.39,1.98,-0.89647933840752,12,0.00256525219479986
"2767",13832,13832,"2023-04-26 08:00:00","FRSEEP","predicted",8.74318430200219,83.7578980105593,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",8,"day","2023-04-26","spring_transition",2023,4,26,6,"2023-04-26 06:59:00",1.32,1.8,-1.78308288753032,13,-0.14635096866885
"2768",13837,13837,"2023-04-26 09:00:00","FRSEEP","predicted",9.97794282808899,77.3664653714529,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",9,"day","2023-04-26","spring_transition",2023,4,26,7,"2023-04-26 07:59:00",1.71,2.37,-1.2347585260868,14,0.221557171911011
"2769",13845,13845,"2023-04-26 10:00:00","FRSEEP","predicted",11.3309022039175,69.5595234894678,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",10,"day","2023-04-26","spring_transition",2023,4,26,8,"2023-04-26 08:59:00",3.03,4.13,-1.35295937582851,15,0.8137644627492
"2770",13848,13848,"2023-04-26 11:00:00","FRSEEP","predicted",12.7062350995838,60.8100376856105,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",11,"day","2023-04-26","spring_transition",2023,4,26,9,"2023-04-26 09:59:00",2.75,3.88,-1.3753328956663,16,0.560764900416199
"2771",13855,13855,"2023-04-26 12:00:00","FRSEEP","predicted",13.3678981438279,54.8516715691668,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",12,"day","2023-04-26","spring_transition",2023,4,26,10,"2023-04-26 10:59:00",2.83,4.2,-0.661663044244099,17,0.4057685228388
"2772",13858,13858,"2023-04-26 13:00:00","FRSEEP","predicted",14.0243529528379,50.3514863954365,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",13,"day","2023-04-26","spring_transition",2023,4,26,11,"2023-04-26 11:59:00",2.54,4.68,-0.65645480901,18,0.6761470471621
"2773",13861,13861,"2023-04-26 14:00:00","FRSEEP","predicted",14.8578719571233,47.6553929885748,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",14,"day","2023-04-26","spring_transition",2023,4,26,12,"2023-04-26 12:59:00",2.52,3.71,-0.833519004285401,19,0.496628042876699
"2774",13869,13869,"2023-04-26 15:00:00","FRSEEP","predicted",15.5772389620543,44.0650339865479,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",15,"day","2023-04-26","spring_transition",2023,4,26,13,"2023-04-26 13:59:00",2.76,4.67,-0.719367004931,20,-0.394238962054301
"2775",13872,13872,"2023-04-26 16:00:00","FRSEEP","predicted",15.2321860566735,45.3528153135404,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",16,"day","2023-04-26","spring_transition",2023,4,26,14,"2023-04-26 14:59:00",3.07,5.26,0.3450529053808,21,-0.950019390006799
"2776",13879,13879,"2023-04-26 17:00:00","FRSEEP","predicted",14.641340225935,48.4537818738591,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",17,"day","2023-04-26","spring_transition",2023,4,26,15,"2023-04-26 15:59:00",2.49,3.68,0.5908458307385,22,-0.358506892601699
"2777",13881,13881,"2023-04-26 18:00:00","FRSEEP","predicted",13.9791882634163,50.9319381513457,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",18,"day","2023-04-26","spring_transition",2023,4,26,16,"2023-04-26 16:59:00",1.76,2.87,0.662151962518701,23,-0.315354930082998
"2778",13889,13889,"2023-04-26 19:00:00","FRSEEP","predicted",12.5544217377901,57.0760666897702,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",19,"night","2023-04-26","spring_transition",2023,4,26,17,"2023-04-26 17:59:00",2.41,3.55,1.4247665256262,0,-0.0465884044568003
"2779",13895,13895,"2023-04-26 20:00:00","FRSEEP","predicted",11.6348837576807,63.7611398611482,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",20,"night","2023-04-26","spring_transition",2023,4,26,18,"2023-04-26 18:59:00",2.53,3.26,0.9195379801094,1,-0.047883757680701
"2780",13900,13900,"2023-04-26 21:00:00","FRSEEP","predicted",10.9261841885746,66.7364792098636,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",21,"night","2023-04-26","spring_transition",2023,4,26,19,"2023-04-26 19:59:00",1.35,2.32,0.7086995691061,2,0.1408158114254
"2781",13902,13902,"2023-04-26 22:00:00","FRSEEP","predicted",10.4047041237355,70.2929400513145,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",22,"night","2023-04-26","spring_transition",2023,4,26,20,"2023-04-26 20:59:00",1.75,2.78,0.5214800648391,3,0.3896292095978
"2782",13906,13906,"2023-04-26 23:00:00","FRSEEP","predicted",10.0558096282184,76.8247153535218,1,48.011264,7.819404,"2023-04-26 04:21:05","2023-04-26 18:34:23",23,"night","2023-04-26","spring_transition",2023,4,26,21,"2023-04-26 21:59:00",2.39,4.42,0.348894495517101,4,0.1863570384483
"2783",13915,13915,"2023-04-27 00:00:00","FRSEEP","predicted",9.95153472200036,77.9004491807246,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",0,"night","2023-04-26","spring_transition",2023,4,26,22,"2023-04-26 22:59:00",1.82,3.04,0.104274906218039,5,0.132131944666339
"2784",13918,13918,"2023-04-27 01:00:00","FRSEEP","predicted",9.83375493809581,79.124959276236,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",1,"night","2023-04-26","spring_transition",2023,4,26,23,"2023-04-26 23:59:00",1.51,2.69,0.117779783904551,6,0.22007839523749
"2785",13924,13924,"2023-04-27 02:00:00","FRSEEP","predicted",9.61910179629922,81.3727330565022,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",2,"night","2023-04-27","spring_transition",2023,4,27,0,"2023-04-27 00:59:00",1.98,3.35,0.214653141796591,7,0.413064870367482
"2786",13930,13930,"2023-04-27 03:00:00","FRSEEP","predicted",9.47741471976042,82.0994083956329,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",3,"night","2023-04-27","spring_transition",2023,4,27,1,"2023-04-27 01:59:00",1.37,2.58,0.141687076538799,8,0.28508528023959
"2787",13934,13934,"2023-04-27 04:00:00","FRSEEP","predicted",9.50772546231746,81.7443065932453,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",4,"night","2023-04-27","spring_transition",2023,4,27,2,"2023-04-27 02:59:00",0.92,2.27,-0.0303107425570399,9,-0.041392128984139
"2788",13939,13939,"2023-04-27 05:00:00","FRSEEP","predicted",9.70893907546997,80.0154746697349,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",5,"day","2023-04-27","spring_transition",2023,4,27,3,"2023-04-27 03:59:00",1.44,2.31,-0.201213613152511,10,0.159894257863369
"2789",13941,13941,"2023-04-27 06:00:00","FRSEEP","predicted",10.2328430265188,78.9741157438814,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",6,"day","2023-04-27","spring_transition",2023,4,27,4,"2023-04-27 04:59:00",1.62,3.56,-0.52390395104883,11,0.534490306814499
"2790",13949,13949,"2023-04-27 07:00:00","FRSEEP","predicted",12.0114869251847,69.3888134229855,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",7,"day","2023-04-27","spring_transition",2023,4,27,5,"2023-04-27 05:59:00",2.12,4.02,-1.7786438986659,12,0.290179741482
"2791",13951,13951,"2023-04-27 08:00:00","FRSEEP","predicted",14.2067853137851,57.9471658741015,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",8,"day","2023-04-27","spring_transition",2023,4,27,6,"2023-04-27 06:59:00",1.29,1.91,-2.1952983886004,13,-0.163618647118399
"2792",13959,13959,"2023-04-27 09:00:00","FRSEEP","predicted",15.7329978048802,53.5631749015436,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",9,"day","2023-04-27","spring_transition",2023,4,27,7,"2023-04-27 07:59:00",1.3,2.28,-1.5262124910951,14,0.0516688617864993
"2793",13963,13963,"2023-04-27 10:00:00","FRSEEP","predicted",17.3307374566793,48.5535100873636,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",10,"day","2023-04-27","spring_transition",2023,4,27,8,"2023-04-27 08:59:00",1.88,2.95,-1.5977396517991,15,0.600262543320699
"2794",13966,13966,"2023-04-27 11:00:00","FRSEEP","predicted",18.2013969868422,45.3820033585539,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",11,"day","2023-04-27","spring_transition",2023,4,27,9,"2023-04-27 09:59:00",2.05,3.39,-0.8706595301629,16,1.2576030131578
"2795",13974,13974,"2023-04-27 12:00:00","FRSEEP","predicted",18.927816785872,42.2071427267355,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",12,"day","2023-04-27","spring_transition",2023,4,27,10,"2023-04-27 10:59:00",2.13,3.96,-0.726419799029799,17,1.0518498807947
"2796",13980,13980,"2023-04-27 13:00:00","FRSEEP","predicted",19.7984421551228,38.6144317545153,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",13,"day","2023-04-27","spring_transition",2023,4,27,11,"2023-04-27 11:59:00",2.91,4.53,-0.870625369250799,18,0.460224511543899
"2797",13983,13983,"2023-04-27 14:00:00","FRSEEP","predicted",20.2460815310478,35.9249343834154,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",14,"day","2023-04-27","spring_transition",2023,4,27,12,"2023-04-27 12:59:00",2.28,4.89,-0.447639375925,19,-0.317748197714501
"2798",13990,13990,"2023-04-27 15:00:00","FRSEEP","predicted",20.1866589635611,35.6275354729782,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",15,"day","2023-04-27","spring_transition",2023,4,27,13,"2023-04-27 13:59:00",2.4,4.71,0.0594225674866991,20,0.317341036438901
"2799",13994,13994,"2023-04-27 16:00:00","FRSEEP","predicted",20.8366298750043,34.1554886101771,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",16,"day","2023-04-27","spring_transition",2023,4,27,14,"2023-04-27 14:59:00",3.14,4.57,-0.649970911443198,21,-0.9411298750043
"2800",13998,13998,"2023-04-27 17:00:00","FRSEEP","predicted",20.3309818804264,35.0833779661017,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",17,"day","2023-04-27","spring_transition",2023,4,27,15,"2023-04-27 15:59:00",2.3,4.17,0.505647994577899,22,-1.0578152137597
"2801",14003,14003,"2023-04-27 18:00:00","FRSEEP","predicted",18.2719797939062,41.7973208524499,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",18,"day","2023-04-27","spring_transition",2023,4,27,16,"2023-04-27 16:59:00",2.39,3.35,2.0590020865202,23,-0.282479793906202
"2802",14010,14010,"2023-04-27 19:00:00","FRSEEP","predicted",16.8563593700528,48.218738569054,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",19,"night","2023-04-27","spring_transition",2023,4,27,17,"2023-04-27 17:59:00",2.69,3.83,1.4156204238534,0,-0.1271927033861
"2803",14015,14015,"2023-04-27 20:00:00","FRSEEP","predicted",15.9338543191552,51.4553056537554,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",20,"night","2023-04-27","spring_transition",2023,4,27,18,"2023-04-27 18:59:00",3.08,4.38,0.9225050508976,1,-0.1243543191552
"2804",14020,14020,"2023-04-27 21:00:00","FRSEEP","predicted",15.4287970736623,53.5741592344259,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",21,"night","2023-04-27","spring_transition",2023,4,27,19,"2023-04-27 19:59:00",4.71,6.11,0.5050572454929,2,-0.169297073662301
"2805",14024,14024,"2023-04-27 22:00:00","FRSEEP","predicted",14.8765321075916,56.2336064818484,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",22,"night","2023-04-27","spring_transition",2023,4,27,20,"2023-04-27 20:59:00",4.28,5.84,0.5522649660707,3,-0.0310321075916011
"2806",14028,14028,"2023-04-27 23:00:00","FRSEEP","predicted",14.4274412840605,58.288810545513,1,48.011264,7.819404,"2023-04-27 04:19:20","2023-04-27 18:35:50",23,"night","2023-04-27","spring_transition",2023,4,27,21,"2023-04-27 21:59:00",3.89,5.4,0.449090823531101,4,0.2280587159395
"2807",14031,14031,"2023-04-28 00:00:00","FRSEEP","predicted",14.1435944065452,60.6669030365005,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",0,"night","2023-04-27","spring_transition",2023,4,27,22,"2023-04-27 22:59:00",3.48,4.82,0.2838468775153,5,0.2113222601215
"2808",14039,14039,"2023-04-28 01:00:00","FRSEEP","predicted",13.9060824513435,65.0994373630702,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",1,"night","2023-04-27","spring_transition",2023,4,27,23,"2023-04-27 23:59:00",2.11,3.76,0.237511955201699,6,-0.0594157846768013
"2809",14043,14043,"2023-04-28 02:00:00","FRSEEP","predicted",12.3461106605828,87.5994049736831,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",2,"night","2023-04-28","spring_transition",2023,4,28,0,"2023-04-28 00:59:00",3.55,4.3,1.5599717907607,7,-0.2332773272495
"2810",14048,14048,"2023-04-28 03:00:00","FRSEEP","predicted",11.8883575946093,96.3387767995122,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",3,"night","2023-04-28","spring_transition",2023,4,28,1,"2023-04-28 01:59:00",1.97,4.27,0.457753065973501,8,-0.132357594609299
"2811",14053,14053,"2023-04-28 04:00:00","FRSEEP","predicted",12.1855747140944,97.659262251388,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",4,"night","2023-04-28","spring_transition",2023,4,28,2,"2023-04-28 02:59:00",3.81,6.63,-0.297217119485101,9,-0.2270747140944
"2812",14056,14056,"2023-04-28 05:00:00","FRSEEP","predicted",13.1032748110593,96.0307982219799,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",5,"day","2023-04-28","spring_transition",2023,4,28,3,"2023-04-28 03:59:00",4.9,5.96,-0.9177000969649,10,0.1792251889407
"2813",14063,14063,"2023-04-28 06:00:00","FRSEEP","predicted",13.3725454360247,95.9021230432293,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",6,"day","2023-04-28","spring_transition",2023,4,28,4,"2023-04-28 04:59:00",4.14,6.69,-0.269270624965399,11,0.278954563975301
"2814",14067,14067,"2023-04-28 07:00:00","FRSEEP","predicted",13.0190022662282,97.9629132244946,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",7,"day","2023-04-28","spring_transition",2023,4,28,5,"2023-04-28 05:59:00",4.73,7.05,0.353543169796499,12,0.0963310671050994
"2815",14072,14072,"2023-04-28 08:00:00","FRSEEP","predicted",13.4031817764044,97.2400793862515,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",8,"day","2023-04-28","spring_transition",2023,4,28,6,"2023-04-28 06:59:00",5.9,8.36,-0.3841795101762,13,0.2746515569289
"2816",14078,14078,"2023-04-28 09:00:00","FRSEEP","predicted",13.6818213313818,97.2141707598497,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",9,"day","2023-04-28","spring_transition",2023,4,28,7,"2023-04-28 07:59:00",6.18,8.21,-0.278639554977399,14,0.2986786686182
"2817",14083,14083,"2023-04-28 10:00:00","FRSEEP","predicted",14.4561593979597,96.7100101622719,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",10,"day","2023-04-28","spring_transition",2023,4,28,8,"2023-04-28 08:59:00",7.16,9.88,-0.774338066577901,15,0.3671739353736
"2818",14088,14088,"2023-04-28 11:00:00","FRSEEP","predicted",15.8637682273984,92.1656595624832,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",11,"day","2023-04-28","spring_transition",2023,4,28,9,"2023-04-28 09:59:00",5.76,7.53,-1.4076088294387,16,0.504565105934899
"2819",14092,14092,"2023-04-28 12:00:00","FRSEEP","predicted",17.6066257804632,83.0804077089301,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",12,"day","2023-04-28","spring_transition",2023,4,28,10,"2023-04-28 10:59:00",5.9,7.34,-1.7428575530648,17,0.317374219536799
"2820",14098,14098,"2023-04-28 13:00:00","FRSEEP","predicted",18.7119549736381,76.4881514638074,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",13,"day","2023-04-28","spring_transition",2023,4,28,11,"2023-04-28 11:59:00",6.06,8.09,-1.1053291931749,18,0.648045026361899
"2821",14104,14104,"2023-04-28 14:00:00","FRSEEP","predicted",19.8382594883442,71.1407800126788,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",14,"day","2023-04-28","spring_transition",2023,4,28,12,"2023-04-28 12:59:00",7.12,9.57,-1.1263045147061,19,0.9064071783225
"2822",14108,14108,"2023-04-28 15:00:00","FRSEEP","predicted",19.7113230153918,70.6149944880993,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",15,"day","2023-04-28","spring_transition",2023,4,28,13,"2023-04-28 13:59:00",6.33,8.83,0.126936472952398,20,0.418010317941498
"2823",14112,14112,"2023-04-28 16:00:00","FRSEEP","predicted",19.5489775314927,70.0376080267436,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",16,"day","2023-04-28","spring_transition",2023,4,28,14,"2023-04-28 14:59:00",6.72,8.81,0.162345483899102,21,0.0945224685073001
"2824",14118,14118,"2023-04-28 17:00:00","FRSEEP","predicted",19.8162100017071,65.9437312548034,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",17,"day","2023-04-28","spring_transition",2023,4,28,15,"2023-04-28 15:59:00",5.05,7.89,-0.267232470214399,22,-0.0533766683737973
"2825",14122,14122,"2023-04-28 18:00:00","FRSEEP","predicted",18.8753252327442,69.7151269907052,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",18,"day","2023-04-28","spring_transition",2023,4,28,16,"2023-04-28 16:59:00",5.17,7.47,0.940884768962899,23,0.0411747672558
"2826",14126,14126,"2023-04-28 19:00:00","FRSEEP","predicted",17.7322303950787,75.009198528924,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",19,"night","2023-04-28","spring_transition",2023,4,28,17,"2023-04-28 17:59:00",5.04,6.61,1.1430948376655,0,0.125102938254599
"2827",14135,14135,"2023-04-28 20:00:00","FRSEEP","predicted",16.5479316040874,85.0351326567484,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",20,"night","2023-04-28","spring_transition",2023,4,28,18,"2023-04-28 18:59:00",4.11,5.56,1.1842987909913,1,-0.247431604087399
"2828",14140,14140,"2023-04-28 21:00:00","FRSEEP","predicted",15.4034263640642,92.5668097857709,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",21,"night","2023-04-28","spring_transition",2023,4,28,19,"2023-04-28 19:59:00",2.31,3.6,1.1445052400232,2,-0.0412596973974999
"2829",14143,14143,"2023-04-28 22:00:00","FRSEEP","predicted",14.679827682674,96.0060800304121,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",22,"night","2023-04-28","spring_transition",2023,4,28,20,"2023-04-28 20:59:00",1.26,2.91,0.7235986813902,3,0.0270889839926998
"2830",14150,14150,"2023-04-28 23:00:00","FRSEEP","predicted",14.116465844214,96.9324658803182,1,48.011264,7.819404,"2023-04-28 04:17:37","2023-04-28 18:37:16",23,"night","2023-04-28","spring_transition",2023,4,28,21,"2023-04-28 21:59:00",1.21,2.39,0.563361838460001,4,0.0585341557860009
"2831",14154,14154,"2023-04-29 00:00:00","FRSEEP","predicted",13.8151252940297,97.2995185051587,1,48.011264,7.819404,"2023-04-29 04:15:55","2023-04-29 18:38:42",0,"night","2023-04-28","spring_transition",2023,4,28,22,"2023-04-28 22:59:00",0.99,1.87,0.3013405501843,5,0.0750413726369992
"2832",14158,14158,"2023-04-29 01:00:00","FRSEEP","predicted",13.5944474712014,97.5679687858679,1,48.011264,7.819404,"2023-04-29 04:15:55","2023-04-29 18:38:42",1,"night","2023-04-28","spring_transition",2023,4,28,23,"2023-04-28 23:59:00",1.97,3.06,0.2206778228283,6,0.316219195465299
