"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_UNIK","temp_diff_MESS"
"1",4,4,"2023-01-01 01:00:00","FRFRIE","measured",15.5611666666667,59.95,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",1,"night","2023-01-01","leafless",2023,1,1,0,"2023-01-01 00:59:00",5.38,8.3,NA,9,-0.341666666666701,0.0338333333333001
"2",9,9,"2023-01-01 02:00:00","FRFRIE","measured",14.4716666666667,64.03,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",2,"night","2023-01-01","leafless",2023,1,1,1,"2023-01-01 01:59:00",4.72,6.93,1.0895,10,-0.0289999999999999,0.168333333333301
"3",11,11,"2023-01-01 03:00:00","FRFRIE","measured",14.1881666666667,64.6966666666667,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",3,"night","2023-01-01","leafless",2023,1,1,2,"2023-01-01 02:59:00",4.56,7.38,0.2835,11,0.0860000000000003,0.1283333333333
"4",17,17,"2023-01-01 04:00:00","FRFRIE","measured",13.4441666666667,66.8516666666667,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",4,"night","2023-01-01","leafless",2023,1,1,3,"2023-01-01 03:59:00",4.23,5.66,0.744,12,0.4345,-0.119666666666699
"5",25,25,"2023-01-01 05:00:00","FRFRIE","measured",13.723,64.4666666666667,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",5,"night","2023-01-01","leafless",2023,1,1,4,"2023-01-01 04:59:00",5.01,7.44,-0.278833333333301,13,0.405999999999999,0.344666666666699
"6",29,29,"2023-01-01 06:00:00","FRFRIE","measured",10.8065,76.0400000000001,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",6,"night","2023-01-01","leafless",2023,1,1,5,"2023-01-01 05:59:00",2.22,3.33,2.9165,14,1.03,-0.507999999999999
"7",35,35,"2023-01-01 07:00:00","FRFRIE","measured",10.3115,78.43,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",7,"night","2023-01-01","leafless",2023,1,1,6,"2023-01-01 06:59:00",2.48,3.96,0.494999999999999,15,0.480499999999999,-1.23299999999999
"8",37,37,"2023-01-01 08:00:00","FRFRIE","measured",9.91433333333334,80.655,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",8,"day","2023-01-01","leafless",2023,1,1,7,"2023-01-01 07:59:00",1.69,2.66,0.39716666666666,16,0.829666666666659,-0.50266666666667
"9",42,42,"2023-01-01 09:00:00","FRFRIE","measured",12.8518333333333,68.83,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",9,"day","2023-01-01","leafless",2023,1,1,8,"2023-01-01 08:59:00",1.91,3.17,-2.93749999999996,17,0.1548333333334,-0.4445
"10",49,49,"2023-01-01 10:00:00","FRFRIE","measured",17.5676666666667,51.2016666666666,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",10,"day","2023-01-01","leafless",2023,1,1,9,"2023-01-01 09:59:00",2.43,3.08,-4.7158333333334,18,-0.517333333333401,0.356166666666599
"11",51,51,"2023-01-01 11:00:00","FRFRIE","measured",18.974,44.2116666666667,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",11,"day","2023-01-01","leafless",2023,1,1,10,"2023-01-01 10:59:00",1.48,2.75,-1.4063333333333,19,-0.995166666666702,0.857666666666699
"12",56,56,"2023-01-01 12:00:00","FRFRIE","measured",19.5368333333333,42.075,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",12,"day","2023-01-01","leafless",2023,1,1,11,"2023-01-01 11:59:00",1.78,3.27,-0.562833333333298,20,-2.8003333333333,0.212333333333401
"13",63,63,"2023-01-01 13:00:00","FRFRIE","measured",19.4131666666667,43.0266666666667,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",13,"day","2023-01-01","leafless",2023,1,1,12,"2023-01-01 12:59:00",1.48,2.28,0.123666666666598,21,-2.3348333333334,0.231833333333299
"14",70,70,"2023-01-01 14:00:00","FRFRIE","measured",19.3703333333333,41.2566666666666,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",14,"day","2023-01-01","leafless",2023,1,1,13,"2023-01-01 13:59:00",1.62,2.41,0.0428333333334017,22,-2.584,0.252500000000001
"15",75,75,"2023-01-01 15:00:00","FRFRIE","measured",17.061,47.305,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",15,"day","2023-01-01","leafless",2023,1,1,14,"2023-01-01 14:59:00",1.29,2,2.3093333333333,23,-0.891500000000001,1.4433333333333
"16",79,79,"2023-01-01 16:00:00","FRFRIE","measured",13.8553333333333,61.2733333333333,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",16,"night","2023-01-01","leafless",2023,1,1,15,"2023-01-01 15:59:00",1.44,1.92,3.2056666666667,0,0.4175,0.125666666666699
"17",85,85,"2023-01-01 17:00:00","FRFRIE","measured",11.926,70.5900000000001,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",17,"night","2023-01-01","leafless",2023,1,1,16,"2023-01-01 16:59:00",1.44,2.34,1.9293333333333,1,0.7801666666667,-0.0466666666667006
"18",86,86,"2023-01-01 18:00:00","FRFRIE","measured",11.4491666666667,73.49,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",18,"night","2023-01-01","leafless",2023,1,1,17,"2023-01-01 17:59:00",1.1,2.31,0.4768333333333,2,0.41,-0.112
"19",94,94,"2023-01-01 19:00:00","FRFRIE","measured",13.7958333333333,57.2133333333334,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",19,"night","2023-01-01","leafless",2023,1,1,18,"2023-01-01 18:59:00",4.46,6.65,-2.3466666666666,3,1.1871666666667,0.1303333333334
"20",96,96,"2023-01-01 20:00:00","FRFRIE","measured",13.6383333333333,55.2866666666666,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",20,"night","2023-01-01","leafless",2023,1,1,19,"2023-01-01 19:59:00",4.37,5.74,0.157500000000001,4,0.9785,0.738333333333401
"21",102,102,"2023-01-01 21:00:00","FRFRIE","measured",12.0623333333333,60.7166666666667,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",21,"night","2023-01-01","leafless",2023,1,1,20,"2023-01-01 20:59:00",3.63,4.95,1.576,5,1.4451666666667,-0.689499999999999
"22",106,106,"2023-01-01 22:00:00","FRFRIE","measured",9.79499999999999,73.24,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",22,"night","2023-01-01","leafless",2023,1,1,21,"2023-01-01 21:59:00",2.73,3.44,2.26733333333331,6,1.37066666666671,-0.339833333333319
"23",114,114,"2023-01-01 23:00:00","FRFRIE","measured",9.09849999999999,79.8166666666668,1,48.010887,7.841538,"2023-01-01 07:19:46","2023-01-01 15:46:28",23,"night","2023-01-01","leafless",2023,1,1,22,"2023-01-01 22:59:00",1.56,2.99,0.696499999999999,7,1.43600000000001,-0.290666666666661
"24",118,118,"2023-01-02 00:00:00","FRFRIE","measured",9.04133333333333,81.9950000000001,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",0,"night","2023-01-01","leafless",2023,1,1,23,"2023-01-01 23:59:00",2.36,3.63,0.0571666666666601,8,1.80816666666667,-0.202833333333311
"25",121,121,"2023-01-02 01:00:00","FRFRIE","measured",8.51516666666666,83.9350000000001,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",1,"night","2023-01-02","leafless",2023,1,2,0,"2023-01-02 00:59:00",1.73,3.15,0.52616666666667,9,1.61066666666664,-0.4535
"26",130,130,"2023-01-02 02:00:00","FRFRIE","measured",7.70733333333333,86.5283333333334,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",2,"night","2023-01-02","leafless",2023,1,2,1,"2023-01-02 01:59:00",2.36,3.45,0.80783333333333,10,1.46550000000001,-0.2335
"27",133,133,"2023-01-02 03:00:00","FRFRIE","measured",7.76033333333335,86.6083333333333,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",3,"night","2023-01-02","leafless",2023,1,2,2,"2023-01-02 02:59:00",1.84,2.52,-0.0530000000000204,11,1.08016666666665,-0.42700000000002
"28",136,136,"2023-01-02 04:00:00","FRFRIE","measured",8.6775,81.33,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",4,"night","2023-01-02","leafless",2023,1,2,3,"2023-01-02 03:59:00",1.82,2.79,-0.91716666666665,12,1.3738333333333,-0.390666666666661
"29",142,142,"2023-01-02 05:00:00","FRFRIE","measured",9.36966666666668,72.9966666666666,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",5,"night","2023-01-02","leafless",2023,1,2,4,"2023-01-02 04:59:00",2.54,4.84,-0.692166666666679,13,1.19216666666662,-0.823333333333339
"30",148,148,"2023-01-02 06:00:00","FRFRIE","measured",11.9326666666667,56.2633333333333,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",6,"night","2023-01-02","leafless",2023,1,2,5,"2023-01-02 05:59:00",3.67,4.54,-2.56300000000002,14,0.6498333333333,0.5006666666666
"31",153,153,"2023-01-02 07:00:00","FRFRIE","measured",12.1333333333333,53.755,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",7,"night","2023-01-02","leafless",2023,1,2,6,"2023-01-02 06:59:00",3.52,4.31,-0.200666666666601,15,0.2321666666667,0.730833333333399
"32",158,158,"2023-01-02 08:00:00","FRFRIE","measured",12.1721666666667,53.0083333333333,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",8,"day","2023-01-02","leafless",2023,1,2,7,"2023-01-02 07:59:00",4,4.75,-0.0388333333333986,16,0.372166666666601,0.124500000000001
"33",165,165,"2023-01-02 09:00:00","FRFRIE","measured",12.4031666666667,53.2483333333333,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",9,"day","2023-01-02","leafless",2023,1,2,8,"2023-01-02 08:59:00",3.37,4.51,-0.231,17,0.2388333333333,0.4353333333333
"34",166,166,"2023-01-02 10:00:00","FRFRIE","measured",15.7768333333333,41.2116666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",10,"day","2023-01-02","leafless",2023,1,2,9,"2023-01-02 09:59:00",4.91,8.63,-3.3736666666666,18,-0.1383333333333,0.279666666666699
"35",171,171,"2023-01-02 11:00:00","FRFRIE","measured",16.3356666666667,40.0883333333333,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",11,"day","2023-01-02","leafless",2023,1,2,10,"2023-01-02 10:59:00",6.54,10.55,-0.5588333333334,19,-0.174333333333401,0.025500000000001
"36",176,176,"2023-01-02 12:00:00","FRFRIE","measured",17.0966666666667,39.7616666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",12,"day","2023-01-02","leafless",2023,1,2,11,"2023-01-02 11:59:00",6.54,9.64,-0.760999999999999,20,-0.3675,-0.0123333333333981
"37",183,183,"2023-01-02 13:00:00","FRFRIE","measured",16.4828333333333,42.7516666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",13,"day","2023-01-02","leafless",2023,1,2,12,"2023-01-02 12:59:00",6.2,8.5,0.6138333333334,21,-0.0941666666665988,0.0418333333334004
"38",190,190,"2023-01-02 14:00:00","FRFRIE","measured",15.1188333333333,51.7966666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",14,"day","2023-01-02","leafless",2023,1,2,13,"2023-01-02 13:59:00",6.76,12.21,1.364,22,-0.0178333333332983,0.106000000000002
"39",195,195,"2023-01-02 15:00:00","FRFRIE","measured",12.9823333333333,69.735,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",15,"day","2023-01-02","leafless",2023,1,2,14,"2023-01-02 14:59:00",6.42,10.1,2.1365,23,0.0598333333334011,0.1361666666667
"40",198,198,"2023-01-02 16:00:00","FRFRIE","measured",12.989,70.0933333333334,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",16,"night","2023-01-02","leafless",2023,1,2,15,"2023-01-02 15:59:00",5.12,8,-0.00666666666670146,0,-0.114333333333301,0.0573333333332986
"41",201,201,"2023-01-02 17:00:00","FRFRIE","measured",12.9873333333333,70.8016666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",17,"night","2023-01-02","leafless",2023,1,2,16,"2023-01-02 16:59:00",6.86,11.24,0.00166666666670068,1,-0.0489999999999995,-0.0361666666666007
"42",206,206,"2023-01-02 18:00:00","FRFRIE","measured",12.1163333333333,78.755,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",18,"night","2023-01-02","leafless",2023,1,2,17,"2023-01-02 17:59:00",7.24,11.35,0.871,2,-0.0670000000000002,0.0146666666667006
"43",215,215,"2023-01-02 19:00:00","FRFRIE","measured",11.3115,85.1933333333334,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",19,"night","2023-01-02","leafless",2023,1,2,18,"2023-01-02 18:59:00",4.88,8.1,0.804833333333299,3,0.1153333333333,0.0443333333332987
"44",217,217,"2023-01-02 20:00:00","FRFRIE","measured",10.8561666666667,88.4133333333334,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",20,"night","2023-01-02","leafless",2023,1,2,19,"2023-01-02 19:59:00",3.06,4,0.4553333333333,4,0.1736666666666,0.0719999999999992
"45",223,223,"2023-01-02 21:00:00","FRFRIE","measured",10.0131666666667,92.0966666666666,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",21,"night","2023-01-02","leafless",2023,1,2,20,"2023-01-02 20:59:00",2.6,3.31,0.843,5,0.4245,0.1153333333333
"46",227,227,"2023-01-02 22:00:00","FRFRIE","measured",9.50983333333334,90.7516666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",22,"night","2023-01-02","leafless",2023,1,2,21,"2023-01-02 21:59:00",2.43,4.64,0.50333333333336,6,0.247333333333319,0.16
"47",232,232,"2023-01-02 23:00:00","FRFRIE","measured",9.28633333333333,90.0916666666667,1,48.010887,7.841538,"2023-01-02 07:19:45","2023-01-02 15:47:25",23,"night","2023-01-02","leafless",2023,1,2,22,"2023-01-02 22:59:00",1.52,2.68,0.22350000000001,7,0.24033333333332,0.108000000000001
"48",237,237,"2023-01-03 00:00:00","FRFRIE","measured",9.017,89.34,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",0,"night","2023-01-02","leafless",2023,1,2,23,"2023-01-02 23:59:00",1.36,2.89,0.26933333333333,8,0.307333333333341,0.170500000000001
"49",241,241,"2023-01-03 01:00:00","FRFRIE","measured",8.443,93.58,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",1,"night","2023-01-03","leafless",2023,1,3,0,"2023-01-03 00:59:00",1.49,2.36,0.574,9,0.57500000000001,0.253166666666671
"50",248,248,"2023-01-03 02:00:00","FRFRIE","measured",8.30316666666666,95.9283333333334,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",2,"night","2023-01-03","leafless",2023,1,3,1,"2023-01-03 01:59:00",1.75,2.47,0.139833333333339,10,0.39866666666666,0.0813333333333297
"51",251,251,"2023-01-03 03:00:00","FRFRIE","measured",7.85700000000001,96.6766666666666,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",3,"night","2023-01-03","leafless",2023,1,3,2,"2023-01-03 02:59:00",1.26,2.2,0.446166666666651,11,0.639833333333319,0.374666666666659
"52",258,258,"2023-01-03 04:00:00","FRFRIE","measured",7.67333333333333,97.9266666666668,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",4,"night","2023-01-03","leafless",2023,1,3,3,"2023-01-03 03:59:00",0.77,1.29,0.18366666666668,12,0.758833333333341,0.34250000000001
"53",264,264,"2023-01-03 05:00:00","FRFRIE","measured",7.54983333333333,98.895,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",5,"night","2023-01-03","leafless",2023,1,3,4,"2023-01-03 04:59:00",0.85,1.49,0.1235,13,0.718500000000001,0.34833333333334
"54",267,267,"2023-01-03 06:00:00","FRFRIE","measured",6.92000000000001,99.7266666666667,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",6,"night","2023-01-03","leafless",2023,1,3,5,"2023-01-03 05:59:00",0.87,1.51,0.629833333333321,14,1.01916666666666,0.380166666666661
"55",273,273,"2023-01-03 07:00:00","FRFRIE","measured",6.582,99.9000000000001,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",7,"night","2023-01-03","leafless",2023,1,3,6,"2023-01-03 06:59:00",1.08,2.11,0.33800000000001,15,0.80966666666667,0.13866666666668
"56",276,276,"2023-01-03 08:00:00","FRFRIE","measured",6.56016666666668,99.9000000000001,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",8,"day","2023-01-03","leafless",2023,1,3,7,"2023-01-03 07:59:00",0.73,1.81,0.02183333333332,16,0.72583333333333,0.13999999999998
"57",282,282,"2023-01-03 09:00:00","FRFRIE","measured",7.52550000000001,99.5699999999999,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",9,"day","2023-01-03","leafless",2023,1,3,8,"2023-01-03 08:59:00",1.46,2.24,-0.96533333333333,17,0.77949999999999,0.11633333333333
"58",289,289,"2023-01-03 10:00:00","FRFRIE","measured",8.71833333333333,90.91,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",10,"day","2023-01-03","leafless",2023,1,3,9,"2023-01-03 09:59:00",1.97,2.61,-1.19283333333332,18,0.020999999999999,0.0199999999999996
"59",293,293,"2023-01-03 11:00:00","FRFRIE","measured",8.858,90.5833333333332,2,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",11,"day","2023-01-03","leafless",2023,1,3,10,"2023-01-03 10:59:00",1.65,2.31,-0.13966666666667,19,0.0688333333333393,-0.0626666666666598
"60",298,298,"2023-01-03 12:00:00","FRFRIE","measured",13.2,69.1899999999998,2,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",12,"day","2023-01-03","leafless",2023,1,3,11,"2023-01-03 11:59:00",1.35,1.95,-4.342,20,-3.94466666666667,-1.303
"61",301,301,"2023-01-03 13:00:00","FRFRIE","measured",13.0055,68.11,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",13,"day","2023-01-03","leafless",2023,1,3,12,"2023-01-03 12:59:00",1.73,2.68,0.1945,21,-3.23266666666668,-0.2458333333333
"62",306,306,"2023-01-03 14:00:00","FRFRIE","measured",12.1946666666667,67.9616666666667,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",14,"day","2023-01-03","leafless",2023,1,3,13,"2023-01-03 13:59:00",2.29,3.75,0.810833333333299,22,-1.885,0.4378333333333
"63",313,313,"2023-01-03 15:00:00","FRFRIE","measured",10.5276666666667,72.13,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",15,"day","2023-01-03","leafless",2023,1,3,14,"2023-01-03 14:59:00",2.41,3.47,1.667,23,-0.417,1.0445
"64",317,317,"2023-01-03 16:00:00","FRFRIE","measured",8.40116666666668,80.97,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",16,"night","2023-01-03","leafless",2023,1,3,15,"2023-01-03 15:59:00",1.91,2.71,2.12650000000002,0,0.488166666666659,0.470666666666649
"65",324,324,"2023-01-03 17:00:00","FRFRIE","measured",7.138,87.7950000000001,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",17,"night","2023-01-03","leafless",2023,1,3,16,"2023-01-03 16:59:00",2.43,4.68,1.26316666666668,1,0.67949999999999,0.08883333333333
"66",327,327,"2023-01-03 18:00:00","FRFRIE","measured",6.79916666666667,85.9583333333333,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",18,"night","2023-01-03","leafless",2023,1,3,17,"2023-01-03 17:59:00",4.52,6.78,0.33883333333333,2,0.50416666666666,0.26916666666667
"67",331,331,"2023-01-03 19:00:00","FRFRIE","measured",6.38816666666666,85.3933333333334,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",19,"night","2023-01-03","leafless",2023,1,3,18,"2023-01-03 18:59:00",4.76,6.3,0.41100000000001,3,0.47583333333334,-0.0168333333333299
"68",336,336,"2023-01-03 20:00:00","FRFRIE","measured",5.78833333333334,86.1483333333333,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",20,"night","2023-01-03","leafless",2023,1,3,19,"2023-01-03 19:59:00",4.41,5.99,0.599833333333319,4,0.63699999999999,-0.10383333333334
"69",344,344,"2023-01-03 21:00:00","FRFRIE","measured",5.39616666666668,85.6333333333333,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",21,"night","2023-01-03","leafless",2023,1,3,20,"2023-01-03 20:59:00",4.51,5.95,0.39216666666666,5,0.67966666666664,-0.180666666666681
"70",350,350,"2023-01-03 22:00:00","FRFRIE","measured",3.73616666666667,92.575,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",22,"night","2023-01-03","leafless",2023,1,3,21,"2023-01-03 21:59:00",4.87,6.35,1.66000000000001,6,1.92900000000001,0.14749999999999
"71",353,353,"2023-01-03 23:00:00","FRFRIE","measured",2.64766666666667,97.3516666666666,1,48.010887,7.841538,"2023-01-03 07:19:40","2023-01-03 15:48:23",23,"night","2023-01-03","leafless",2023,1,3,22,"2023-01-03 22:59:00",2.61,5.18,1.0885,7,1.84116666666667,0.25666666666667
"72",358,358,"2023-01-04 00:00:00","FRFRIE","measured",2.22466666666667,99.4166666666668,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",0,"night","2023-01-03","leafless",2023,1,3,23,"2023-01-03 23:59:00",2.3,4.47,0.423,8,1.89816666666666,0.1395
"73",362,362,"2023-01-04 01:00:00","FRFRIE","measured",1.66366666666667,99.8283333333333,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",1,"night","2023-01-04","leafless",2023,1,4,0,"2023-01-04 00:59:00",1.22,2.53,0.561,9,1.17683333333332,0.06283333333334
"74",366,366,"2023-01-04 02:00:00","FRFRIE","measured",1.2905,99.9,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",2,"night","2023-01-04","leafless",2023,1,4,1,"2023-01-04 01:59:00",2.02,3.1,0.37316666666667,10,1.18966666666666,0.24150000000001
"75",371,371,"2023-01-04 03:00:00","FRFRIE","measured",1.67500000000001,99.8999999999999,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",3,"night","2023-01-04","leafless",2023,1,4,2,"2023-01-04 02:59:00",2.79,5.1,-0.38450000000001,11,2.05383333333332,-0.16800000000001
"76",376,376,"2023-01-04 04:00:00","FRFRIE","measured",4.98666666666666,88.0383333333334,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",4,"night","2023-01-04","leafless",2023,1,4,3,"2023-01-04 03:59:00",3.66,5.08,-3.31166666666665,12,0.82466666666668,0.19583333333334
"77",384,384,"2023-01-04 05:00:00","FRFRIE","measured",7.62716666666666,74.3366666666666,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",5,"night","2023-01-04","leafless",2023,1,4,4,"2023-01-04 04:59:00",3.92,5.5,-2.6405,13,0.04066666666668,0.18566666666668
"78",390,390,"2023-01-04 06:00:00","FRFRIE","measured",9.12383333333333,66.8116666666667,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",6,"night","2023-01-04","leafless",2023,1,4,5,"2023-01-04 05:59:00",5.63,8.64,-1.49666666666667,14,-0.16983333333333,0.0391666666666701
"79",393,393,"2023-01-04 07:00:00","FRFRIE","measured",9.65500000000001,64.6433333333333,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",7,"night","2023-01-04","leafless",2023,1,4,6,"2023-01-04 06:59:00",6.31,8.49,-0.53116666666668,15,-0.212833333333339,-0.0096666666666696
"80",398,398,"2023-01-04 08:00:00","FRFRIE","measured",9.22850000000001,68.7133333333333,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",8,"day","2023-01-04","leafless",2023,1,4,7,"2023-01-04 07:59:00",6.5,9.88,0.426500000000001,16,-0.0371666666666588,0.156499999999991
"81",401,401,"2023-01-04 09:00:00","FRFRIE","measured",8.5635,76.2683333333334,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",9,"day","2023-01-04","leafless",2023,1,4,8,"2023-01-04 08:59:00",7.42,11.08,0.66500000000001,17,0.00683333333333991,0.125500000000001
"82",408,408,"2023-01-04 10:00:00","FRFRIE","measured",9.31633333333332,69.85,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",10,"day","2023-01-04","leafless",2023,1,4,9,"2023-01-04 09:59:00",7.42,9.86,-0.752833333333321,18,-0.15366666666664,0.0531666666666801
"83",415,415,"2023-01-04 11:00:00","FRFRIE","measured",10.1385,61.705,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",11,"day","2023-01-04","leafless",2023,1,4,10,"2023-01-04 10:59:00",7.31,12.37,-0.82216666666668,19,-0.0748333333333004,-0.0131666666667005
"84",416,416,"2023-01-04 12:00:00","FRFRIE","measured",10.5408333333333,58.245,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",12,"day","2023-01-04","leafless",2023,1,4,11,"2023-01-04 11:59:00",8.1,10.37,-0.402333333333299,20,-0.0226666666666002,-0.0438333333332999
"85",422,422,"2023-01-04 13:00:00","FRFRIE","measured",10.3973333333333,63.4066666666667,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",13,"day","2023-01-04","leafless",2023,1,4,12,"2023-01-04 12:59:00",8.31,13.09,0.1435,21,0.0544999999999991,-0.00200000000000067
"86",426,426,"2023-01-04 14:00:00","FRFRIE","measured",10.3353333333333,68.5300000000001,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",14,"day","2023-01-04","leafless",2023,1,4,13,"2023-01-04 13:59:00",9.15,12.48,0.0619999999999994,22,-0.0207500000000014,0.0629999999999988
"87",435,435,"2023-01-04 15:00:00","FRFRIE","measured",10.321,69.5866666666667,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",15,"day","2023-01-04","leafless",2023,1,4,14,"2023-01-04 14:59:00",6.81,9.97,0.0143333333333011,23,-0.0551666666667003,0.0423333333332998
"88",439,439,"2023-01-04 16:00:00","FRFRIE","measured",10.1626666666667,73.5966666666667,1,48.010887,7.841538,"2023-01-04 07:19:33","2023-01-04 15:49:25",16,"night","2023-01-04","leafless",2023,1,4,15,"2023-01-04 15:59:00",7.69,13.02,0.158333333333299,0,-0.131166666666701,0.0708333333332991
