"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_UNIK","temp_diff_MESS"
"4055",20272,20272,"2023-06-19 00:00:00","FRFRIE","measured",21.6766666666667,59.2283333333334,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",0,"night","2023-06-18","full_canopy",2023,6,18,22,"2023-06-18 22:59:00",1.2,2.49,-0.903833333333402,4,0.751166666666599,0.294333333333299
"4056",20276,20276,"2023-06-19 01:00:00","FRFRIE","measured",21.6246666666667,60.9116666666667,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",1,"night","2023-06-18","full_canopy",2023,6,18,23,"2023-06-18 23:59:00",2.33,10.46,0.0520000000000032,5,0.380666666666603,0.120166666666602
"4057",20283,20283,"2023-06-19 02:00:00","FRFRIE","measured",18.8011666666667,87.2566666666666,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",2,"night","2023-06-19","full_canopy",2023,6,19,0,"2023-06-19 00:59:00",2.95,5.02,2.8235,6,0.396166666666602,0.536666666666601
"4058",20290,20290,"2023-06-19 03:00:00","FRFRIE","measured",17.8995,93.5316666666667,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",3,"night","2023-06-19","full_canopy",2023,6,19,1,"2023-06-19 01:59:00",1.76,3.17,0.901666666666699,7,0.445166666666701,0.432166666666699
"4059",20294,20294,"2023-06-19 04:00:00","FRFRIE","measured",17.9648333333333,93.7266666666666,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",4,"day","2023-06-19","full_canopy",2023,6,19,2,"2023-06-19 02:59:00",4.2,6.47,-0.0653333333332995,8,0.306166666666702,0.3788333333334
"4060",20296,20296,"2023-06-19 05:00:00","FRFRIE","measured",18.8295,92.4916666666667,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",5,"day","2023-06-19","full_canopy",2023,6,19,3,"2023-06-19 03:59:00",4.26,7.21,-0.8646666666667,9,0.1628333333333,0.0955000000000013
"4061",20302,20302,"2023-06-19 06:00:00","FRFRIE","measured",20.8736666666667,85.1883333333334,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",6,"day","2023-06-19","full_canopy",2023,6,19,4,"2023-06-19 04:59:00",2.71,4.3,-2.0441666666667,10,-0.405666666666701,-0.48
"4062",20310,20310,"2023-06-19 07:00:00","FRFRIE","measured",24.8483333333333,67.44,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",7,"day","2023-06-19","full_canopy",2023,6,19,5,"2023-06-19 05:59:00",1.96,3.27,-3.9746666666666,11,-1.0426666666666,-1.8333333333333
"4063",20312,20312,"2023-06-19 08:00:00","FRFRIE","measured",25.9081666666667,59.3983333333333,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",8,"day","2023-06-19","full_canopy",2023,6,19,6,"2023-06-19 06:59:00",1.38,2.49,-1.0598333333334,12,-0.133666666666699,-0.863333333333397
"4064",20319,20319,"2023-06-19 09:00:00","FRFRIE","measured",27.7155,47.0233333333333,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",9,"day","2023-06-19","full_canopy",2023,6,19,7,"2023-06-19 07:59:00",1.56,2.47,-1.8073333333333,13,-0.273499999999999,-0.695499999999999
"4065",20323,20323,"2023-06-19 10:00:00","FRFRIE","measured",29.3593333333333,35.765,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",10,"day","2023-06-19","full_canopy",2023,6,19,8,"2023-06-19 08:59:00",1.65,2.77,-1.6438333333333,14,-0.685833333333299,-0.962
"4066",20329,20329,"2023-06-19 11:00:00","FRFRIE","measured",29.8345,31.9833333333334,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",11,"day","2023-06-19","full_canopy",2023,6,19,9,"2023-06-19 09:59:00",3.62,5.94,-0.475166666666698,15,-0.3198333333333,-0.506
"4067",20334,20334,"2023-06-19 12:00:00","FRFRIE","measured",29.9115,31.5633333333333,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",12,"day","2023-06-19","full_canopy",2023,6,19,10,"2023-06-19 10:59:00",4.1,6.8,-0.0770000000000017,16,0.0245833333333003,-0.349833333333301
"4068",20339,20339,"2023-06-19 13:00:00","FRFRIE","measured",29.76,31.8633333333333,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",13,"day","2023-06-19","full_canopy",2023,6,19,11,"2023-06-19 11:59:00",4.59,6.54,0.151499999999999,17,-0.260000000000002,-0.291166666666701
"4069",20344,20344,"2023-06-19 14:00:00","FRFRIE","measured",29.7866666666667,31.8083333333333,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",14,"day","2023-06-19","full_canopy",2023,6,19,12,"2023-06-19 12:59:00",3.67,5.75,-0.0266666666666993,18,0.500333333333298,0.2745
"4070",20350,20350,"2023-06-19 15:00:00","FRFRIE","measured",30.4005,31.2366666666667,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",15,"day","2023-06-19","full_canopy",2023,6,19,13,"2023-06-19 13:59:00",2.75,4.25,-0.6138333333333,19,0.8793333333333,1.1961666666667
"4071",20352,20352,"2023-06-19 16:00:00","FRFRIE","measured",30.4936666666667,31.835,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",16,"day","2023-06-19","full_canopy",2023,6,19,14,"2023-06-19 14:59:00",2.14,3.59,-0.0931666666667006,20,0.3653333333333,1.1778333333333
"4072",20360,20360,"2023-06-19 17:00:00","FRFRIE","measured",30.7495,32.1116666666667,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",17,"day","2023-06-19","full_canopy",2023,6,19,15,"2023-06-19 15:59:00",2.34,3.49,-0.2558333333333,21,-0.368666666666702,1.254
"4073",20363,20363,"2023-06-19 18:00:00","FRFRIE","measured",29.5048333333333,34.075,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",18,"day","2023-06-19","full_canopy",2023,6,19,16,"2023-06-19 16:59:00",2.38,3.65,1.2446666666667,22,0.201000000000001,2.1248333333334
"4074",20369,20369,"2023-06-19 19:00:00","FRFRIE","measured",27.9361666666667,38.3399999999999,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",19,"day","2023-06-19","full_canopy",2023,6,19,17,"2023-06-19 17:59:00",2.83,3.57,1.5686666666666,23,0.704999999999998,0.941666666666599
"4075",20372,20372,"2023-06-19 20:00:00","FRFRIE","measured",24.8955,50.0716666666667,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",20,"night","2023-06-19","full_canopy",2023,6,19,18,"2023-06-19 18:59:00",2.43,3.36,3.0406666666667,0,1.4786666666667,1.4321666666667
"4076",20376,20376,"2023-06-19 21:00:00","FRFRIE","measured",23.8131666666667,56.595,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",21,"night","2023-06-19","full_canopy",2023,6,19,19,"2023-06-19 19:59:00",1.68,2.8,1.0823333333333,1,1.5641666666666,0.632666666666601
"4077",20384,20384,"2023-06-19 22:00:00","FRFRIE","measured",23.088,61.5049999999999,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",22,"night","2023-06-19","full_canopy",2023,6,19,20,"2023-06-19 20:59:00",1.28,2.08,0.725166666666698,2,1.475,0.745999999999999
"4078",20387,20387,"2023-06-19 23:00:00","FRFRIE","measured",21.255,82.63,1,48.010887,7.841538,"2023-06-19 03:29:53","2023-06-19 19:32:27",23,"night","2023-06-19","full_canopy",2023,6,19,21,"2023-06-19 21:59:00",1.49,2.49,1.833,3,0.730333333333302,0.5625
"4079",20392,20392,"2023-06-20 00:00:00","FRFRIE","measured",20.2056666666667,88.8433333333334,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",0,"night","2023-06-19","full_canopy",2023,6,19,22,"2023-06-19 22:59:00",3.18,9.59,1.0493333333333,4,0.334999999999997,0.477
"4080",20397,20397,"2023-06-20 01:00:00","FRFRIE","measured",20.4193333333333,82.6450000000001,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",1,"night","2023-06-19","full_canopy",2023,6,19,23,"2023-06-19 23:59:00",6.47,9.07,-0.213666666666597,5,0.243000000000002,0.465
"4081",20404,20404,"2023-06-20 02:00:00","FRFRIE","measured",20.4876666666667,80.3216666666667,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",2,"night","2023-06-20","full_canopy",2023,6,20,0,"2023-06-20 00:59:00",8.34,10.33,-0.0683333333334026,6,0.0366666666665978,0.309166666666599
"4082",20408,20408,"2023-06-20 03:00:00","FRFRIE","measured",20.8191666666667,74.5699999999999,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",3,"night","2023-06-20","full_canopy",2023,6,20,1,"2023-06-20 01:59:00",7.38,9.23,-0.331499999999998,7,-0.1563333333334,0.293666666666599
"4083",20415,20415,"2023-06-20 04:00:00","FRFRIE","measured",19.4483333333333,82.8833333333334,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",4,"day","2023-06-20","full_canopy",2023,6,20,2,"2023-06-20 02:59:00",7.9,8.97,1.3708333333334,8,0.802500000000002,0.379333333333403
"4084",20416,20416,"2023-06-20 05:00:00","FRFRIE","measured",21.5916666666667,73.8916666666667,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",5,"day","2023-06-20","full_canopy",2023,6,20,3,"2023-06-20 03:59:00",4.42,8.62,-2.1433333333334,9,-0.829499999999999,-0.605833333333401
"4085",20421,20421,"2023-06-20 06:00:00","FRFRIE","measured",24.6835,63.7683333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",6,"day","2023-06-20","full_canopy",2023,6,20,4,"2023-06-20 04:59:00",4.74,6.95,-3.0918333333333,10,-1.3736666666667,-2.2603333333333
"4086",20429,20429,"2023-06-20 07:00:00","FRFRIE","measured",26.161,58.83,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",7,"day","2023-06-20","full_canopy",2023,6,20,5,"2023-06-20 05:59:00",2.62,6.21,-1.4775,11,-0.449166666666702,-1.8103333333333
"4087",20431,20431,"2023-06-20 08:00:00","FRFRIE","measured",29.8745,41.2366666666667,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",8,"day","2023-06-20","full_canopy",2023,6,20,6,"2023-06-20 06:59:00",1.31,2.25,-3.7135,12,-0.212333333333302,-1.5195
"4088",20439,20439,"2023-06-20 09:00:00","FRFRIE","measured",31.0635,33.0983333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",9,"day","2023-06-20","full_canopy",2023,6,20,7,"2023-06-20 07:59:00",2.12,3.38,-1.189,13,-0.619,-0.887166666666701
"4089",20442,20442,"2023-06-20 10:00:00","FRFRIE","measured",31.7008333333333,33.21,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",10,"day","2023-06-20","full_canopy",2023,6,20,8,"2023-06-20 08:59:00",3.11,5.21,-0.637333333333299,14,-0.708833333333299,-0.891166666666599
"4090",20450,20450,"2023-06-20 11:00:00","FRFRIE","measured",32.8225,30.5783333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",11,"day","2023-06-20","full_canopy",2023,6,20,9,"2023-06-20 09:59:00",3.42,4.65,-1.1216666666667,15,-0.711166666666699,-0.780499999999996
"4091",20451,20451,"2023-06-20 12:00:00","FRFRIE","measured",33.4136666666667,29.4866666666667,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",12,"day","2023-06-20","full_canopy",2023,6,20,10,"2023-06-20 10:59:00",2.7,5.5,-0.591166666666702,16,-0.698999999999998,-0.7261666666667
"4092",20459,20459,"2023-06-20 13:00:00","FRFRIE","measured",33.1711666666667,29.8416666666667,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",13,"day","2023-06-20","full_canopy",2023,6,20,11,"2023-06-20 11:59:00",3.87,5.45,0.2425,17,0.404499999999999,0.485166666666601
"4093",20465,20465,"2023-06-20 14:00:00","FRFRIE","measured",33.5023333333333,30.44,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",14,"day","2023-06-20","full_canopy",2023,6,20,12,"2023-06-20 12:59:00",3.12,5.24,-0.331166666666597,18,0.7173333333334,0.508500000000005
"4094",20470,20470,"2023-06-20 15:00:00","FRFRIE","measured",33.8956666666667,30.3533333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",15,"day","2023-06-20","full_canopy",2023,6,20,13,"2023-06-20 13:59:00",2.79,4.27,-0.393333333333402,19,0.338833333333298,0.258499999999998
"4095",20472,20472,"2023-06-20 16:00:00","FRFRIE","measured",32.0941666666667,34.4083333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",16,"day","2023-06-20","full_canopy",2023,6,20,14,"2023-06-20 14:59:00",2.98,5.1,1.8015,20,0.299833333333297,0.164833333333299
"4096",20477,20477,"2023-06-20 17:00:00","FRFRIE","measured",29.3511666666667,45.05,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",17,"day","2023-06-20","full_canopy",2023,6,20,15,"2023-06-20 15:59:00",3.83,5.75,2.743,21,0.1271666666666,0.926500000000001
"4097",20485,20485,"2023-06-20 18:00:00","FRFRIE","measured",27.2086666666667,55.045,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",18,"day","2023-06-20","full_canopy",2023,6,20,16,"2023-06-20 16:59:00",3.9,8.68,2.1425,22,0.1896666666666,0.886666666666599
"4098",20490,20490,"2023-06-20 19:00:00","FRFRIE","measured",26.8576666666667,55.9133333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",19,"day","2023-06-20","full_canopy",2023,6,20,17,"2023-06-20 17:59:00",6.53,8.59,0.351000000000003,23,0.231000000000002,0.811166666666601
"4099",20495,20495,"2023-06-20 20:00:00","FRFRIE","measured",25.6231666666667,60.4783333333334,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",20,"night","2023-06-20","full_canopy",2023,6,20,18,"2023-06-20 18:59:00",3.38,4.45,1.2345,0,0.225999999999999,0.7135
"4100",20500,20500,"2023-06-20 21:00:00","FRFRIE","measured",24.5045,65.5683333333333,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",21,"night","2023-06-20","full_canopy",2023,6,20,19,"2023-06-20 19:59:00",4.62,7.19,1.1186666666667,1,0.554166666666699,0.6123333333333
"4101",20505,20505,"2023-06-20 22:00:00","FRFRIE","measured",24.1531666666667,62.8683333333334,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",22,"night","2023-06-20","full_canopy",2023,6,20,20,"2023-06-20 20:59:00",4.18,7.38,0.351333333333301,2,0.782,0.391666666666602
"4102",20510,20510,"2023-06-20 23:00:00","FRFRIE","measured",22.5193333333333,69.5466666666667,1,48.010887,7.841538,"2023-06-20 03:29:59","2023-06-20 19:32:45",23,"night","2023-06-20","full_canopy",2023,6,20,21,"2023-06-20 21:59:00",3.07,4.82,1.6338333333334,3,1.3901666666667,1.113
"4103",20512,20512,"2023-06-21 00:00:00","FRFRIE","measured",21.5878333333333,71.2699999999999,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",0,"night","2023-06-20","full_canopy",2023,6,20,22,"2023-06-20 22:59:00",2.26,3.87,0.9315,4,1.875,1.358
"4104",20516,20516,"2023-06-21 01:00:00","FRFRIE","measured",21.0533333333333,74.2866666666667,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",1,"night","2023-06-20","full_canopy",2023,6,20,23,"2023-06-20 23:59:00",2.57,4.21,0.534500000000001,5,1.3988333333334,0.209666666666703
"4105",20522,20522,"2023-06-21 02:00:00","FRFRIE","measured",21.2605,71.685,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",2,"night","2023-06-21","full_canopy",2023,6,21,0,"2023-06-21 00:59:00",1.95,3.35,-0.207166666666701,6,0.8578333333333,0.518333333333299
"4106",20529,20529,"2023-06-21 03:00:00","FRFRIE","measured",21.0386666666667,73.6116666666666,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",3,"night","2023-06-21","full_canopy",2023,6,21,1,"2023-06-21 01:59:00",2.17,2.94,0.221833333333301,7,0.736333333333299,0.0341666666666001
"4107",20535,20535,"2023-06-21 04:00:00","FRFRIE","measured",20.701,84.0333333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",4,"day","2023-06-21","full_canopy",2023,6,21,2,"2023-06-21 02:59:00",2.07,3.74,0.337666666666699,8,0.329000000000001,0.326333333333299
"4108",20539,20539,"2023-06-21 05:00:00","FRFRIE","measured",22.2223333333333,75.5133333333334,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",5,"day","2023-06-21","full_canopy",2023,6,21,3,"2023-06-21 03:59:00",2.32,3.95,-1.5213333333333,9,0.00666666666669968,-0.396000000000001
"4109",20543,20543,"2023-06-21 06:00:00","FRFRIE","measured",23.4681666666667,72.3916666666667,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",6,"day","2023-06-21","full_canopy",2023,6,21,4,"2023-06-21 04:59:00",5.6,9.81,-1.2458333333334,10,-0.673500000000001,-1.355
"4110",20550,20550,"2023-06-21 07:00:00","FRFRIE","measured",21.9493333333333,81.335,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",7,"day","2023-06-21","full_canopy",2023,6,21,5,"2023-06-21 05:59:00",3.72,7.17,1.5188333333334,11,0.138666666666701,-0.00100000000000122
"4111",20553,20553,"2023-06-21 08:00:00","FRFRIE","measured",19.3513333333333,96.1583333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",8,"day","2023-06-21","full_canopy",2023,6,21,6,"2023-06-21 06:59:00",2.23,5.85,2.598,12,0.3043333333334,0.418833333333399
"4112",20558,20558,"2023-06-21 09:00:00","FRFRIE","measured",20.8955,87.915,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",9,"day","2023-06-21","full_canopy",2023,6,21,7,"2023-06-21 07:59:00",4.5,8.41,-1.5441666666667,13,0.413666666666703,0.313500000000001
"4113",20561,20561,"2023-06-21 10:00:00","FRFRIE","measured",25.0913333333333,67.4583333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",10,"day","2023-06-21","full_canopy",2023,6,21,8,"2023-06-21 08:59:00",5.4,9.53,-4.1958333333333,14,-0.317333333333298,-0.688833333333299
"4114",20566,20566,"2023-06-21 11:00:00","FRFRIE","measured",27.1925,52.5583333333334,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",11,"day","2023-06-21","full_canopy",2023,6,21,9,"2023-06-21 09:59:00",2.66,5.11,-2.1011666666667,15,-0.413833333333297,-0.4955
"4115",20574,20574,"2023-06-21 12:00:00","FRFRIE","measured",28.2415,47.0566666666667,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",12,"day","2023-06-21","full_canopy",2023,6,21,10,"2023-06-21 10:59:00",2,3.4,-1.049,16,-0.0738333333332974,-0.169166666666698
"4116",20578,20578,"2023-06-21 13:00:00","FRFRIE","measured",29.0616666666667,45.295,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",13,"day","2023-06-21","full_canopy",2023,6,21,11,"2023-06-21 11:59:00",2.01,4.02,-0.820166666666701,17,0.423833333333299,0.741500000000002
"4117",20585,20585,"2023-06-21 14:00:00","FRFRIE","measured",29.4035,43.6033333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",14,"day","2023-06-21","full_canopy",2023,6,21,12,"2023-06-21 12:59:00",1.92,3.12,-0.341833333333302,18,0.710333333333299,0.694666666666699
"4118",20590,20590,"2023-06-21 15:00:00","FRFRIE","measured",28.8573333333333,43.32,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",15,"day","2023-06-21","full_canopy",2023,6,21,13,"2023-06-21 13:59:00",2.49,3.8,0.5461666666667,19,0.335833333333397,0.134916666666697
"4119",20592,20592,"2023-06-21 16:00:00","FRFRIE","measured",28.381,45.1933333333334,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",16,"day","2023-06-21","full_canopy",2023,6,21,14,"2023-06-21 14:59:00",1.96,4.07,0.476333333333301,20,0.160166666666701,0.4175
"4120",20597,20597,"2023-06-21 17:00:00","FRFRIE","measured",28.3723333333333,44.5783333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",17,"day","2023-06-21","full_canopy",2023,6,21,15,"2023-06-21 15:59:00",2.01,2.93,0.00866666666669857,21,0.0898333333333987,0.808666666666699
"4121",20604,20604,"2023-06-21 18:00:00","FRFRIE","measured",28.0898333333333,44.8883333333334,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",18,"day","2023-06-21","full_canopy",2023,6,21,16,"2023-06-21 16:59:00",3.13,4.26,0.282500000000002,22,0.263166666666702,1.4723333333334
"4122",20607,20607,"2023-06-21 19:00:00","FRFRIE","measured",26.8583333333333,53.505,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",19,"day","2023-06-21","full_canopy",2023,6,21,17,"2023-06-21 17:59:00",1.77,2.89,1.2315,23,0.5261666666667,0.404666666666703
"4123",20615,20615,"2023-06-21 20:00:00","FRFRIE","measured",24.2185,69.1883333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",20,"night","2023-06-21","full_canopy",2023,6,21,18,"2023-06-21 18:59:00",2.22,3.15,2.6398333333333,0,1.1623333333333,0.98
"4124",20618,20618,"2023-06-21 21:00:00","FRFRIE","measured",22.8201666666667,74.8766666666666,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",21,"night","2023-06-21","full_canopy",2023,6,21,19,"2023-06-21 19:59:00",1.74,3.93,1.3983333333333,1,1.4536666666666,0.883499999999998
"4125",20624,20624,"2023-06-21 22:00:00","FRFRIE","measured",22.7508333333333,71.6466666666667,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",22,"night","2023-06-21","full_canopy",2023,6,21,20,"2023-06-21 20:59:00",2.62,3.99,0.0693333333334003,2,0.632666666666701,0.431333333333399
"4126",20628,20628,"2023-06-21 23:00:00","FRFRIE","measured",21.3006666666667,80.9833333333333,1,48.010887,7.841538,"2023-06-21 03:30:09","2023-06-21 19:33:00",23,"night","2023-06-21","full_canopy",2023,6,21,21,"2023-06-21 21:59:00",3.2,4.73,1.4501666666666,3,0.995999999999999,0.6035
"4127",20634,20634,"2023-06-22 00:00:00","FRFRIE","measured",20.2536666666667,87.8466666666667,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",0,"night","2023-06-21","full_canopy",2023,6,21,22,"2023-06-21 22:59:00",1.53,3.13,1.047,4,1.4165,1.0285
"4128",20639,20639,"2023-06-22 01:00:00","FRFRIE","measured",19.6633333333333,91.86,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",1,"night","2023-06-21","full_canopy",2023,6,21,23,"2023-06-21 23:59:00",1.55,2.84,0.590333333333401,5,1.5081666666667,1.0103333333334
"4129",20642,20642,"2023-06-22 02:00:00","FRFRIE","measured",19.3626666666667,92.5583333333334,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",2,"night","2023-06-22","full_canopy",2023,6,22,0,"2023-06-22 00:59:00",1.44,2.53,0.300666666666597,6,1.2223333333333,0.595666666666599
"4130",20650,20650,"2023-06-22 03:00:00","FRFRIE","measured",18.5671666666667,95.82,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",3,"night","2023-06-22","full_canopy",2023,6,22,1,"2023-06-22 01:59:00",1.9,3.69,0.795500000000001,7,1.1801666666666,0.585999999999999
"4131",20652,20652,"2023-06-22 04:00:00","FRFRIE","measured",18.3016666666667,95.9833333333333,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",4,"day","2023-06-22","full_canopy",2023,6,22,2,"2023-06-22 02:59:00",1.63,3.17,0.265499999999999,8,1.224,0.499333333333297
"4132",20660,20660,"2023-06-22 05:00:00","FRFRIE","measured",20.2051666666667,84.3916666666667,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",5,"day","2023-06-22","full_canopy",2023,6,22,3,"2023-06-22 03:59:00",0.91,1.67,-1.9035,9,-0.0289999999999999,-0.250666666666699
"4133",20663,20663,"2023-06-22 06:00:00","FRFRIE","measured",22.602,72.9533333333333,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",6,"day","2023-06-22","full_canopy",2023,6,22,4,"2023-06-22 04:59:00",1.74,2.8,-2.3968333333333,10,-0.942833333333301,-1.3291666666667
"4134",20670,20670,"2023-06-22 07:00:00","FRFRIE","measured",23.1295,75.2516666666666,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",7,"day","2023-06-22","full_canopy",2023,6,22,5,"2023-06-22 05:59:00",0.89,2.02,-0.5275,11,-0.151499999999999,-0.755666666666698
"4135",20675,20675,"2023-06-22 08:00:00","FRFRIE","measured",23.7678333333333,76.965,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",8,"day","2023-06-22","full_canopy",2023,6,22,6,"2023-06-22 06:59:00",2.48,4.65,-0.6383333333333,12,0.00783333333340153,0.0488333333333983
"4136",20679,20679,"2023-06-22 09:00:00","FRFRIE","measured",27.2285,62.48,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",9,"day","2023-06-22","full_canopy",2023,6,22,7,"2023-06-22 07:59:00",2.4,4.14,-3.4606666666667,13,-0.283666666666701,-0.345833333333299
"4137",20682,20682,"2023-06-22 10:00:00","FRFRIE","measured",29.2468333333333,54.9216666666667,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",10,"day","2023-06-22","full_canopy",2023,6,22,8,"2023-06-22 08:59:00",1.77,4.38,-2.0183333333333,14,0.228833333333402,0.263500000000001
"4138",20690,20690,"2023-06-22 11:00:00","FRFRIE","measured",29.846,53.5566666666667,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",11,"day","2023-06-22","full_canopy",2023,6,22,9,"2023-06-22 09:59:00",1.97,2.98,-0.599166666666701,15,-0.302666666666699,-0.263500000000001
"4139",20693,20693,"2023-06-22 12:00:00","FRFRIE","measured",29.9153333333333,53.4066666666667,1,48.010887,7.841538,"2023-06-22 03:30:21","2023-06-22 19:33:12",12,"day","2023-06-22","full_canopy",2023,6,22,10,"2023-06-22 10:59:00",2.74,5.17,-0.0693333333333008,16,-0.346,-0.0423333333332998
