"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_KART","temp_diff_INST","temp_diff_HERD"
"1",3,3,"2023-01-01 01:00:00","FRSTGA","measured",14.4605,62.8033333333334,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",1,"night","2023-01-01","leafless",2023,1,1,0,"2023-01-01 00:59:00",5.38,8.3,NA,9,1.1286666666667,0.9676666666667,0.1511666666667
"2",7,7,"2023-01-01 02:00:00","FRSTGA","measured",13.2948333333333,67.6983333333333,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",2,"night","2023-01-01","leafless",2023,1,1,1,"2023-01-01 01:59:00",4.72,6.93,1.1656666666667,10,2.156,1.89,0.2151666666667
"3",14,14,"2023-01-01 03:00:00","FRSTGA","measured",13.0038333333333,68.9683333333334,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",3,"night","2023-01-01","leafless",2023,1,1,2,"2023-01-01 02:59:00",4.56,7.38,0.290999999999999,11,1.952,1.6513333333334,-0.2155
"4",18,18,"2023-01-01 04:00:00","FRSTGA","measured",12.9631666666667,68.3433333333334,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",4,"night","2023-01-01","leafless",2023,1,1,3,"2023-01-01 03:59:00",4.23,5.66,0.0406666666666009,12,2.1973333333333,1.77,-0.6198333333334
"5",23,23,"2023-01-01 05:00:00","FRSTGA","measured",12.7123333333333,68.5166666666666,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",5,"night","2023-01-01","leafless",2023,1,1,4,"2023-01-01 04:59:00",5.01,7.44,0.2508333333334,13,2.1641666666667,1.9173333333334,-0.142333333333299
"6",26,26,"2023-01-01 06:00:00","FRSTGA","measured",10.1081666666667,80.9399999999999,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",6,"night","2023-01-01","leafless",2023,1,1,5,"2023-01-01 05:59:00",2.22,3.33,2.6041666666666,14,3.1415,1.8363333333333,0.4668333333333
"7",34,34,"2023-01-01 07:00:00","FRSTGA","measured",10.494,77.4616666666667,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",7,"night","2023-01-01","leafless",2023,1,1,6,"2023-01-01 06:59:00",2.48,3.96,-0.3858333333333,15,2.5446666666667,1.0046666666667,0.2076666666667
"8",38,38,"2023-01-01 08:00:00","FRSTGA","measured",9.919,80.3316666666667,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",8,"day","2023-01-01","leafless",2023,1,1,7,"2023-01-01 07:59:00",1.69,2.66,0.574999999999999,16,2.7355,1.5003333333333,0.245999999999999
"9",41,41,"2023-01-01 09:00:00","FRSTGA","measured",11.249,74.78,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",9,"day","2023-01-01","leafless",2023,1,1,8,"2023-01-01 08:59:00",1.91,3.17,-1.33,17,2.1001666666667,1.7205,-0.405666666666701
"10",46,46,"2023-01-01 10:00:00","FRSTGA","measured",12.4811666666667,69.75,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",10,"day","2023-01-01","leafless",2023,1,1,9,"2023-01-01 09:59:00",2.43,3.08,-1.2321666666667,18,2.111,2.6153333333333,0.2038333333333
"11",54,54,"2023-01-01 11:00:00","FRSTGA","measured",15.8701666666667,55.11,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",11,"day","2023-01-01","leafless",2023,1,1,10,"2023-01-01 10:59:00",1.48,2.75,-3.389,19,0.0893333333333004,0.7035,-0.545166666666701
"12",57,57,"2023-01-01 12:00:00","FRSTGA","measured",15.8773333333333,54.2866666666667,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",12,"day","2023-01-01","leafless",2023,1,1,11,"2023-01-01 11:59:00",1.78,3.27,-0.00716666666660082,20,0.971333333333398,1.3633333333334,0.324333333333399
"13",62,62,"2023-01-01 13:00:00","FRSTGA","measured",15.9356666666667,55.3616666666667,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",13,"day","2023-01-01","leafless",2023,1,1,12,"2023-01-01 12:59:00",1.48,2.28,-0.0583333333333993,21,1.0543333333333,1.238,0.6693333333333
"14",66,66,"2023-01-01 14:00:00","FRSTGA","measured",16.6733333333333,50.825,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",14,"day","2023-01-01","leafless",2023,1,1,13,"2023-01-01 13:59:00",1.62,2.41,-0.7376666666666,22,0.312999999999999,0.539833333333402,-0.460000000000001
"15",74,74,"2023-01-01 15:00:00","FRSTGA","measured",14.7466666666667,59.965,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",15,"day","2023-01-01","leafless",2023,1,1,14,"2023-01-01 14:59:00",1.29,2,1.9266666666666,23,1.5861666666666,1.9018333333333,-0.4166666666667
"16",77,77,"2023-01-01 16:00:00","FRSTGA","measured",12.2753333333333,69.09,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",16,"night","2023-01-01","leafless",2023,1,1,15,"2023-01-01 15:59:00",1.44,1.92,2.4713333333334,0,3.2613333333334,2.0725,0.276333333333399
"17",81,81,"2023-01-01 17:00:00","FRSTGA","measured",10.9261666666667,75.3416666666668,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",17,"night","2023-01-01","leafless",2023,1,1,16,"2023-01-01 16:59:00",1.44,2.34,1.3491666666666,1,3.5828333333333,2.064,0.2905
"18",90,90,"2023-01-01 18:00:00","FRSTGA","measured",11.188,72.2900000000001,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",18,"night","2023-01-01","leafless",2023,1,1,17,"2023-01-01 17:59:00",1.1,2.31,-0.2618333333333,2,3.11,1.4921666666667,-0.3546666666667
"19",95,95,"2023-01-01 19:00:00","FRSTGA","measured",14.6491666666667,52.3066666666667,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",19,"night","2023-01-01","leafless",2023,1,1,18,"2023-01-01 18:59:00",4.46,6.65,-3.4611666666667,3,0.827500000000001,1.0196666666666,0.3641666666666
"20",99,99,"2023-01-01 20:00:00","FRSTGA","measured",14.2293333333333,52.3183333333334,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",20,"night","2023-01-01","leafless",2023,1,1,19,"2023-01-01 19:59:00",4.37,5.74,0.419833333333401,4,1.113,1.0925,0.160666666666701
"21",104,104,"2023-01-01 21:00:00","FRSTGA","measured",13.4995,53.4133333333333,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",21,"night","2023-01-01","leafless",2023,1,1,20,"2023-01-01 20:59:00",3.63,4.95,0.7298333333333,5,1.534,0.577166666666701,-0.5661666666667
"22",108,108,"2023-01-01 22:00:00","FRSTGA","measured",11.727,60.3083333333333,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",22,"night","2023-01-01","leafless",2023,1,1,21,"2023-01-01 21:59:00",2.73,3.44,1.7725,6,3.1835,0.721499999999999,-0.263666666666701
"23",115,115,"2023-01-01 23:00:00","FRSTGA","measured",10.3866666666667,68.7833333333333,1,47.997815,7.857968,"2023-01-01 07:19:39","2023-01-01 15:46:27",23,"night","2023-01-01","leafless",2023,1,1,22,"2023-01-01 22:59:00",1.56,2.99,1.3403333333333,7,2.7971666666666,1.1338333333333,0.283333333333299
"24",119,119,"2023-01-02 00:00:00","FRSTGA","measured",10.244,71.0483333333334,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",0,"night","2023-01-01","leafless",2023,1,1,23,"2023-01-01 23:59:00",2.36,3.63,0.142666666666701,8,3.1371666666667,1.0948333333333,-0.000666666666699456
"25",124,124,"2023-01-02 01:00:00","FRSTGA","measured",9.67816666666667,72.5033333333334,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",1,"night","2023-01-02","leafless",2023,1,2,0,"2023-01-02 00:59:00",1.73,3.15,0.56583333333333,9,2.89050000000003,1.20783333333333,0.0684999999999913
"26",127,127,"2023-01-02 02:00:00","FRSTGA","measured",8.84583333333333,77.2466666666668,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",2,"night","2023-01-02","leafless",2023,1,2,1,"2023-01-02 01:59:00",2.36,3.45,0.83233333333334,10,2.95333333333337,1.41316666666667,0.0991666666666706
"27",135,135,"2023-01-02 03:00:00","FRSTGA","measured",8.34066666666666,80.6483333333334,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",3,"night","2023-01-02","leafless",2023,1,2,2,"2023-01-02 02:59:00",1.84,2.52,0.505166666666669,11,3.15566666666664,1.40900000000002,0.09100000000001
"28",137,137,"2023-01-02 04:00:00","FRSTGA","measured",8.93016666666667,76.5333333333334,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",4,"night","2023-01-02","leafless",2023,1,2,3,"2023-01-02 03:59:00",1.82,2.79,-0.58950000000001,12,2.91650000000003,1.57400000000003,0.126500000000011
"29",144,144,"2023-01-02 05:00:00","FRSTGA","measured",9.57666666666666,68.825,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",5,"night","2023-01-02","leafless",2023,1,2,4,"2023-01-02 04:59:00",2.54,4.84,-0.646499999999991,13,2.80666666666664,1.82483333333334,-0.0699999999999914
"30",147,147,"2023-01-02 06:00:00","FRSTGA","measured",11.6795,55.4966666666667,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",6,"night","2023-01-02","leafless",2023,1,2,5,"2023-01-02 05:59:00",3.67,4.54,-2.10283333333334,14,1.7276666666667,1.275,-1.5711666666667
"31",152,152,"2023-01-02 07:00:00","FRSTGA","measured",11.63,55.1566666666667,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",7,"night","2023-01-02","leafless",2023,1,2,6,"2023-01-02 06:59:00",3.52,4.31,0.0495000000000001,15,1.5371666666667,1.13,-1.4566666666667
"32",160,160,"2023-01-02 08:00:00","FRSTGA","measured",12.8031666666667,48.72,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",8,"day","2023-01-02","leafless",2023,1,2,7,"2023-01-02 07:59:00",4,4.75,-1.1731666666667,16,0.646666666666601,0.6588333333333,-2.3598333333334
"33",162,162,"2023-01-02 09:00:00","FRSTGA","measured",11.9731666666667,53.585,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",9,"day","2023-01-02","leafless",2023,1,2,8,"2023-01-02 08:59:00",3.37,4.51,0.83,17,1.0163333333333,0.530166666666601,-0.8831666666667
"34",167,167,"2023-01-02 10:00:00","FRSTGA","measured",15.0403333333333,40.1683333333333,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",10,"day","2023-01-02","leafless",2023,1,2,9,"2023-01-02 09:59:00",4.91,8.63,-3.0671666666666,18,0.208666666666701,0.3148333333334,-0.753666666666598
"35",172,172,"2023-01-02 11:00:00","FRSTGA","measured",15.9573333333333,39.1133333333334,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",11,"day","2023-01-02","leafless",2023,1,2,10,"2023-01-02 10:59:00",6.54,10.55,-0.917000000000002,19,0.212166666666699,0.2578333333334,-0.302333333333301
"36",179,179,"2023-01-02 12:00:00","FRSTGA","measured",16.376,39.82,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",12,"day","2023-01-02","leafless",2023,1,2,11,"2023-01-02 11:59:00",6.54,9.64,-0.4186666666667,20,0.126666666666697,0.234999999999999,-0.211000000000002
"37",181,181,"2023-01-02 13:00:00","FRSTGA","measured",16.1373333333333,42.1583333333333,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",13,"day","2023-01-02","leafless",2023,1,2,12,"2023-01-02 12:59:00",6.2,8.5,0.238666666666703,21,0.269000000000002,0.259166666666701,0.0843333333334009
"38",187,187,"2023-01-02 14:00:00","FRSTGA","measured",14.9478333333333,50.4533333333333,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",14,"day","2023-01-02","leafless",2023,1,2,13,"2023-01-02 13:59:00",6.76,12.21,1.1895,22,0.355833333333401,0.197000000000001,0.3088333333334
"39",191,191,"2023-01-02 15:00:00","FRSTGA","measured",12.5655,71.34,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",15,"day","2023-01-02","leafless",2023,1,2,14,"2023-01-02 14:59:00",6.42,10.1,2.3823333333333,23,0.755333333333301,0.560833333333299,0.426166666666699
"40",197,197,"2023-01-02 16:00:00","FRSTGA","measured",12.3126666666667,73.9533333333333,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",16,"night","2023-01-02","leafless",2023,1,2,15,"2023-01-02 15:59:00",5.12,8,0.252833333333299,0,0.7919166666666,0.6438333333333,0.183999999999999
"41",204,204,"2023-01-02 17:00:00","FRSTGA","measured",12.9438333333333,69.3133333333333,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",17,"night","2023-01-02","leafless",2023,1,2,16,"2023-01-02 16:59:00",6.86,11.24,-0.6311666666666,1,0.305333333333399,0.1883333333334,0.312833333333399
"42",210,210,"2023-01-02 18:00:00","FRSTGA","measured",11.8426666666667,79.44,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",18,"night","2023-01-02","leafless",2023,1,2,17,"2023-01-02 17:59:00",7.24,11.35,1.1011666666666,2,0.4415,0.3043333333333,0.5006666666666
"43",211,211,"2023-01-02 19:00:00","FRSTGA","measured",11.2326666666667,84.8533333333333,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",19,"night","2023-01-02","leafless",2023,1,2,18,"2023-01-02 18:59:00",4.88,8.1,0.609999999999999,3,0.4493333333333,0.234,0.4456666666666
"44",218,218,"2023-01-02 20:00:00","FRSTGA","measured",10.6676666666667,89.6650000000001,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",20,"night","2023-01-02","leafless",2023,1,2,19,"2023-01-02 19:59:00",3.06,4,0.565000000000001,4,0.740833333333301,0.328166666666601,0.5456666666666
"45",224,224,"2023-01-02 21:00:00","FRSTGA","measured",9.90716666666666,94.0500000000001,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",21,"night","2023-01-02","leafless",2023,1,2,20,"2023-01-02 20:59:00",2.6,3.31,0.760500000000039,5,0.962000000000041,0.439333333333341,0.521166666666641
"46",230,230,"2023-01-02 22:00:00","FRSTGA","measured",9.41833333333333,90.5350000000001,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",22,"night","2023-01-02","leafless",2023,1,2,21,"2023-01-02 21:59:00",2.43,4.64,0.48883333333333,6,0.823499999999971,0.34833333333334,0.45000000000001
"47",235,235,"2023-01-02 23:00:00","FRSTGA","measured",9.122,91.5566666666667,1,47.997815,7.857968,"2023-01-02 07:19:38","2023-01-02 15:47:24",23,"night","2023-01-02","leafless",2023,1,2,22,"2023-01-02 22:59:00",1.52,2.68,0.29633333333333,7,0.9073333333333,0.509166666666671,0.62466666666667
"48",236,236,"2023-01-03 00:00:00","FRSTGA","measured",8.88416666666667,90.3983333333333,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",0,"night","2023-01-02","leafless",2023,1,2,23,"2023-01-02 23:59:00",1.36,2.89,0.237833333333329,8,1.02333333333334,0.596166666666669,0.60083333333332
"49",245,245,"2023-01-03 01:00:00","FRSTGA","measured",8.4215,93.0849999999999,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",1,"night","2023-01-03","leafless",2023,1,3,0,"2023-01-03 00:59:00",1.49,2.36,0.462666666666671,9,1.36566666666666,0.86066666666666,0.638500000000001
"50",250,250,"2023-01-03 02:00:00","FRSTGA","measured",8.09766666666668,95.6816666666666,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",2,"night","2023-01-03","leafless",2023,1,3,1,"2023-01-03 01:59:00",1.75,2.47,0.323833333333321,10,1.50666666666666,0.811666666666651,0.627333333333331
"51",255,255,"2023-01-03 03:00:00","FRSTGA","measured",7.95800000000001,96.185,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",3,"night","2023-01-03","leafless",2023,1,3,2,"2023-01-03 02:59:00",1.26,2.2,0.139666666666669,11,1.49383333333332,0.86116666666667,0.526999999999981
"52",259,259,"2023-01-03 04:00:00","FRSTGA","measured",7.90183333333335,96.8,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",4,"night","2023-01-03","leafless",2023,1,3,3,"2023-01-03 03:59:00",0.77,1.29,0.0561666666666598,12,1.43516666666664,0.84166666666664,0.51649999999997
"53",261,261,"2023-01-03 05:00:00","FRSTGA","measured",7.79733333333334,97.095,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",5,"night","2023-01-03","leafless",2023,1,3,4,"2023-01-03 04:59:00",0.85,1.49,0.10450000000001,13,1.54016666666666,0.81416666666667,0.554333333333311
"54",269,269,"2023-01-03 06:00:00","FRSTGA","measured",7.09833333333333,98.06,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",6,"night","2023-01-03","leafless",2023,1,3,5,"2023-01-03 05:59:00",0.87,1.51,0.69900000000001,14,1.88033333333333,1.16333333333334,0.72500000000001
"55",271,271,"2023-01-03 07:00:00","FRSTGA","measured",6.61533333333333,99.8066666666668,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",7,"night","2023-01-03","leafless",2023,1,3,6,"2023-01-03 06:59:00",1.08,2.11,0.483,15,1.95683333333333,1.11266666666667,0.563
"56",277,277,"2023-01-03 08:00:00","FRSTGA","measured",6.7575,99.6716666666667,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",8,"day","2023-01-03","leafless",2023,1,3,7,"2023-01-03 07:59:00",0.73,1.81,-0.14216666666667,16,1.74600000000001,1.01766666666666,0.28583333333333
"57",284,284,"2023-01-03 09:00:00","FRSTGA","measured",7.92566666666668,93.18,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",9,"day","2023-01-03","leafless",2023,1,3,8,"2023-01-03 08:59:00",1.46,2.24,-1.16816666666668,17,0.53183333333332,0.386499999999979,-0.14566666666667
"58",287,287,"2023-01-03 10:00:00","FRSTGA","predicted",8.04529160261154,93.4696642917661,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",10,"day","2023-01-03","leafless",2023,1,3,9,"2023-01-03 09:59:00",1.97,2.61,-0.11962493594486,18,0.679375064055121,0.48320839738845,0.20137506405514
"59",294,294,"2023-01-03 11:00:00","FRSTGA","measured",9.04666666666666,86.8066666666668,2,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",11,"day","2023-01-03","leafless",2023,1,3,10,"2023-01-03 10:59:00",1.65,2.31,-1.00137506405512,19,0.231500000000009,-0.31566666666666,-0.52999999999998
"60",297,297,"2023-01-03 12:00:00","FRSTGA","measured",9.30833333333334,84.9833333333334,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",12,"day","2023-01-03","leafless",2023,1,3,11,"2023-01-03 11:59:00",1.35,1.95,-0.261666666666681,20,0.675666666666659,0.146333333333329,-0.27666666666666
"61",302,302,"2023-01-03 13:00:00","FRSTGA","measured",10.5548333333333,78.0833333333334,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",13,"day","2023-01-03","leafless",2023,1,3,12,"2023-01-03 12:59:00",1.73,2.68,-1.24649999999996,21,0.0516666666666996,-0.536166666666601,-0.698166666666632
"62",308,308,"2023-01-03 14:00:00","FRSTGA","measured",10.8365,73.6133333333334,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",14,"day","2023-01-03","leafless",2023,1,3,13,"2023-01-03 13:59:00",2.29,3.75,-0.281666666666698,22,0.124500000000001,-0.4073333333333,-0.5081666666667
"63",315,315,"2023-01-03 15:00:00","FRSTGA","measured",9.98233333333333,74.0016666666667,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",15,"day","2023-01-03","leafless",2023,1,3,14,"2023-01-03 14:59:00",2.41,3.47,0.85416666666667,23,0.74383333333337,0.296833333333371,0.0609999999999697
"64",318,318,"2023-01-03 16:00:00","FRSTGA","measured",7.71783333333334,85.9116666666666,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",16,"night","2023-01-03","leafless",2023,1,3,15,"2023-01-03 15:59:00",1.91,2.71,2.26449999999999,0,2.25016666666666,1.58616666666667,0.705499999999999
"65",325,325,"2023-01-03 17:00:00","FRSTGA","measured",7.33083333333334,85.9383333333333,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",17,"night","2023-01-03","leafless",2023,1,3,16,"2023-01-03 16:59:00",2.43,4.68,0.387,1,1.38133333333333,0.92583333333333,-0.0141666666666795
"66",326,326,"2023-01-03 18:00:00","FRSTGA","measured",6.84366666666666,84.995,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",18,"night","2023-01-03","leafless",2023,1,3,17,"2023-01-03 17:59:00",4.52,6.78,0.487166666666679,2,0.835,0.64850000000001,0.60300000000001
"67",332,332,"2023-01-03 19:00:00","FRSTGA","measured",6.34916666666667,84.635,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",19,"night","2023-01-03","leafless",2023,1,3,18,"2023-01-03 18:59:00",4.76,6.3,0.494499999999991,3,0.88850000000001,0.77316666666667,0.57083333333333
"68",337,337,"2023-01-03 20:00:00","FRSTGA","measured",6.093,82.4933333333333,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",20,"night","2023-01-03","leafless",2023,1,3,19,"2023-01-03 19:59:00",4.41,5.99,0.25616666666667,4,0.78083333333335,0.66200000000001,0.0570000000000102
"69",342,342,"2023-01-03 21:00:00","FRSTGA","measured",5.51599999999999,84.0116666666667,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",21,"night","2023-01-03","leafless",2023,1,3,20,"2023-01-03 20:59:00",4.51,5.95,0.57700000000001,5,0.732666666666669,0.70950000000001,0.383999999999999
"70",346,346,"2023-01-03 22:00:00","FRSTGA","measured",5.28899999999999,83.1416666666668,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",22,"night","2023-01-03","leafless",2023,1,3,21,"2023-01-03 21:59:00",4.87,6.35,0.227,6,0.72200000000001,0.72500000000001,0.41766666666669
"71",352,352,"2023-01-03 23:00:00","FRSTGA","measured",4.70466666666666,87.41,1,47.997815,7.857968,"2023-01-03 07:19:33","2023-01-03 15:48:23",23,"night","2023-01-03","leafless",2023,1,3,22,"2023-01-03 22:59:00",2.61,5.18,0.58433333333333,7,0.90583333333334,0.57466666666668,-0.0113333333333401
"72",357,357,"2023-01-04 00:00:00","FRSTGA","measured",4.184,88.135,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",0,"night","2023-01-03","leafless",2023,1,3,23,"2023-01-03 23:59:00",2.3,4.47,0.52066666666666,8,0.83150000000001,0.476999999999999,-0.49149999999999
"73",363,363,"2023-01-04 01:00:00","FRSTGA","measured",3.54116666666667,90.9266666666667,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",1,"night","2023-01-04","leafless",2023,1,4,0,"2023-01-04 00:59:00",1.22,2.53,0.64283333333333,9,1.35683333333333,0.29549999999999,-0.36449999999999
"74",370,370,"2023-01-04 02:00:00","FRSTGA","measured",2.3915,96.5233333333334,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",2,"night","2023-01-04","leafless",2023,1,4,1,"2023-01-04 01:59:00",2.02,3.1,1.14966666666667,10,2.18850000000001,0.78033333333334,0.0468333333333297
"75",374,374,"2023-01-04 03:00:00","FRSTGA","measured",3.85883333333333,89.6400000000001,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",3,"night","2023-01-04","leafless",2023,1,4,2,"2023-01-04 02:59:00",2.79,5.1,-1.46733333333333,11,1.51233333333333,0.64583333333335,-0.8405
"76",378,378,"2023-01-04 04:00:00","FRSTGA","measured",5.79433333333335,79.5666666666666,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",4,"night","2023-01-04","leafless",2023,1,4,3,"2023-01-04 03:59:00",3.66,5.08,-1.93550000000002,12,0.84733333333332,0.46599999999999,-1.00266666666668
"77",383,383,"2023-01-04 05:00:00","FRSTGA","measured",7.6225,69.1600000000001,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",5,"night","2023-01-04","leafless",2023,1,4,4,"2023-01-04 04:59:00",3.92,5.5,-1.82816666666665,13,0.0946666666666607,-0.135166666666669,-0.740833333333329
"78",386,386,"2023-01-04 06:00:00","FRSTGA","measured",8.96666666666667,64.405,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",6,"night","2023-01-04","leafless",2023,1,4,5,"2023-01-04 05:59:00",5.63,8.64,-1.34416666666667,14,0.14266666666667,0,-0.34166666666666
"79",395,395,"2023-01-04 07:00:00","FRSTGA","measured",9.51066666666667,62.4350000000001,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",7,"night","2023-01-04","leafless",2023,1,4,6,"2023-01-04 06:59:00",6.31,8.49,-0.544,15,0.151166666666668,0.00199999999999889,-0.102333333333331
"80",397,397,"2023-01-04 08:00:00","FRSTGA","measured",9.03533333333333,67.005,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",8,"day","2023-01-04","leafless",2023,1,4,7,"2023-01-04 07:59:00",6.5,9.88,0.47533333333334,16,0.40933333333334,0.253,0.163
"81",402,402,"2023-01-04 09:00:00","FRSTGA","measured",8.14116666666668,77.9466666666666,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",9,"day","2023-01-04","leafless",2023,1,4,8,"2023-01-04 08:59:00",7.42,11.08,0.894166666666651,17,0.58883333333333,0.40866666666666,0.0438333333333407
"82",407,407,"2023-01-04 10:00:00","FRSTGA","measured",8.85858333333334,70.9658333333334,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",10,"day","2023-01-04","leafless",2023,1,4,9,"2023-01-04 09:59:00",7.42,9.86,-0.717416666666661,18,0.269249999999989,0.210916666666659,-0.0419166666666708
"83",412,412,"2023-01-04 11:00:00","FRSTGA","measured",9.75566666666667,62.29,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",11,"day","2023-01-04","leafless",2023,1,4,10,"2023-01-04 10:59:00",7.31,12.37,-0.897083333333329,19,0.25166666666663,0.26966666666663,0.0660000000000007
"84",419,419,"2023-01-04 12:00:00","FRSTGA","measured",10.3266666666667,57.9783333333333,1,47.997815,7.857968,"2023-01-04 07:19:26","2023-01-04 15:49:24",12,"day","2023-01-04","leafless",2023,1,4,11,"2023-01-04 11:59:00",8.1,10.37,-0.57100000000003,20,0.192,0.1595,0.0666666666666007
