"","X.3","X.2","datetime","station_id","type","ta","rh","No","station_lat","station_lon","sunrise","sunset","time_of_day","period","date","phenophase","Year","Month","Day_of_month","Hour","YYYYMMDDHHMM_To","WindSpeed_Avg_m_s","WindSpeed_Max_m_s","cooling_rate","time_after_sunset","temp_diff_KART","temp_diff_INST","temp_diff_HERD"
"6221",31103,31103,"2023-09-17 06:00:00","FRSTGA","measured",20.1626666666667,64.7575,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",6,"day","2023-09-17","full_canopy",2023,9,17,4,"2023-09-17 04:59:00",3.09,4.8,-0.592499999999998,12,0.396000000000001,0.765166666666602,-0.850999999999999
"6222",31110,31110,"2023-09-17 07:00:00","FRSTGA","measured",20.7133333333333,63.6733333333334,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",7,"day","2023-09-17","full_canopy",2023,9,17,5,"2023-09-17 05:59:00",4.34,6.22,-0.550666666666601,13,1.3063333333334,1.892,-0.563333333333301
"6223",31115,31115,"2023-09-17 08:00:00","FRSTGA","measured",23.4246666666667,57.7233333333334,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",8,"day","2023-09-17","full_canopy",2023,9,17,6,"2023-09-17 06:59:00",2.92,4.49,-2.7113333333334,14,1.9908333333333,1.2441666666666,-2.0713333333334
"6224",31119,31119,"2023-09-17 09:00:00","FRSTGA","measured",27.0011666666667,49.5833333333334,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",9,"day","2023-09-17","full_canopy",2023,9,17,7,"2023-09-17 07:59:00",2.01,3.97,-3.5765,15,-1.0561666666667,-0.219666666666697,-3.2511666666667
"6225",31125,31125,"2023-09-17 10:00:00","FRSTGA","measured",28.49,45.01,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",10,"day","2023-09-17","full_canopy",2023,9,17,8,"2023-09-17 08:59:00",1.13,2.22,-1.4888333333333,16,-1.2498333333333,-0.3601666666667,-2.6233333333333
"6226",31127,31127,"2023-09-17 11:00:00","FRSTGA","measured",29.481,42.4316666666667,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",11,"day","2023-09-17","full_canopy",2023,9,17,9,"2023-09-17 09:59:00",2.02,3.07,-0.991000000000003,17,-1.201,-0.213833333333302,-2.516
"6227",31135,31135,"2023-09-17 12:00:00","FRSTGA","measured",30.676,38.6916666666667,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",12,"day","2023-09-17","full_canopy",2023,9,17,10,"2023-09-17 10:59:00",2.05,2.87,-1.195,18,-1.3745,-0.3935,-2.6243333333333
"6228",31139,31139,"2023-09-17 13:00:00","FRSTGA","measured",30.5545,39.54,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",13,"day","2023-09-17","full_canopy",2023,9,17,11,"2023-09-17 11:59:00",1.98,3.28,0.121499999999997,19,-0.756,-0.2515,-1.8128333333333
"6229",31141,31141,"2023-09-17 14:00:00","FRSTGA","measured",30.361,38.5333333333333,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",14,"day","2023-09-17","full_canopy",2023,9,17,12,"2023-09-17 12:59:00",2.11,3.52,0.1935,20,-0.723666666666702,0.506333333333298,-1.3976666666667
"6230",31147,31147,"2023-09-17 15:00:00","FRSTGA","measured",30.152,38.6316666666667,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",15,"day","2023-09-17","full_canopy",2023,9,17,13,"2023-09-17 13:59:00",1.86,3.12,0.209,21,-0.258500000000002,2.0718333333333,-0.343666666666699
"6231",31152,31152,"2023-09-17 16:00:00","FRSTGA","measured",30.3715,37.56,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",16,"day","2023-09-17","full_canopy",2023,9,17,14,"2023-09-17 14:59:00",1.92,3.25,-0.2195,22,-1.13,0.747999999999998,-0.926500000000001
"6232",31159,31159,"2023-09-17 17:00:00","FRSTGA","measured",27.5031666666667,45.985,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",17,"day","2023-09-17","full_canopy",2023,9,17,15,"2023-09-17 15:59:00",2.39,3.74,2.8683333333333,23,1.031,1.4926666666666,0.0451666666665993
"6233",31164,31164,"2023-09-17 18:00:00","FRSTGA","measured",24.1021666666667,56.755,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",18,"night","2023-09-17","full_canopy",2023,9,17,16,"2023-09-17 16:59:00",2.62,3.45,3.401,0,2.5891666666666,2.3766666666666,0.612833333333299
"6234",31166,31166,"2023-09-17 19:00:00","FRSTGA","measured",24.5193333333333,49.9666666666666,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",19,"night","2023-09-17","full_canopy",2023,9,17,17,"2023-09-17 17:59:00",1.99,3.67,-0.417166666666599,1,0.4881666666667,0.946999999999999,-0.369333333333302
"6235",31173,31173,"2023-09-17 20:00:00","FRSTGA","measured",23.8946666666667,49.7816666666667,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",20,"night","2023-09-17","full_canopy",2023,9,17,18,"2023-09-17 18:59:00",3.51,6.88,0.624666666666599,2,0.8563333333333,1.2341666666666,0.728666666666598
"6236",31176,31176,"2023-09-17 21:00:00","FRSTGA","measured",23.3703333333333,48.4416666666666,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",21,"night","2023-09-17","full_canopy",2023,9,17,19,"2023-09-17 19:59:00",6.1,7.79,0.524333333333402,3,0.899166666666702,1.107,0.699666666666701
"6237",31185,31185,"2023-09-17 22:00:00","FRSTGA","measured",23.1996666666667,47.3216666666667,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",22,"night","2023-09-17","full_canopy",2023,9,17,20,"2023-09-17 20:59:00",6.62,7.81,0.170666666666598,4,0.9501666666666,0.923166666666599,-0.681333333333402
"6238",31190,31190,"2023-09-17 23:00:00","FRSTGA","measured",22.6021666666667,51.6616666666666,1,47.997815,7.857968,"2023-09-17 05:08:56","2023-09-17 17:40:22",23,"night","2023-09-17","full_canopy",2023,9,17,21,"2023-09-17 21:59:00",5.22,6.23,0.5975,5,0.2008333333333,0.266666666666598,-1.2288333333334
"6239",31195,31195,"2023-09-18 00:00:00","FRSTGA","measured",20.7433333333333,66.035,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",0,"night","2023-09-17","full_canopy",2023,9,17,22,"2023-09-17 22:59:00",3.29,4.73,1.8588333333334,6,1.1133333333334,1.129,0.1333333333334
"6240",31200,31200,"2023-09-18 01:00:00","FRSTGA","measured",18.8436666666667,92.2616666666666,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",1,"night","2023-09-17","full_canopy",2023,9,17,23,"2023-09-17 23:59:00",2.89,4.42,1.8996666666666,7,1.2196666666666,1.0939166666666,0.0530000000000008
"6241",31201,31201,"2023-09-18 02:00:00","FRSTGA","measured",19.0858333333333,92.6083333333333,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",2,"night","2023-09-18","full_canopy",2023,9,18,0,"2023-09-18 00:59:00",5.55,11.71,-0.242166666666602,8,1.0941666666667,1.2486666666667,0.130833333333399
"6242",31207,31207,"2023-09-18 03:00:00","FRSTGA","measured",18.6678333333333,97.2416666666666,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",3,"night","2023-09-18","full_canopy",2023,9,18,1,"2023-09-18 01:59:00",4.87,8.13,0.418000000000003,9,0.6823333333334,0.576166666666701,0.223833333333403
"6243",31213,31213,"2023-09-18 04:00:00","FRSTGA","measured",17.954,95.9433333333334,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",4,"night","2023-09-18","full_canopy",2023,9,18,2,"2023-09-18 02:59:00",6,11.03,0.713833333333298,10,0.942999999999998,0.9568333333333,0.2276666666667
"6244",31216,31216,"2023-09-18 05:00:00","FRSTGA","measured",17.6366666666667,98.2066666666667,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",5,"night","2023-09-18","full_canopy",2023,9,18,3,"2023-09-18 03:59:00",4.73,6.96,0.317333333333302,11,1.089,0.942333333333302,0.383333333333301
"6245",31224,31224,"2023-09-18 06:00:00","FRSTGA","measured",17.7318333333333,97.0466666666667,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",6,"day","2023-09-18","full_canopy",2023,9,18,4,"2023-09-18 04:59:00",4.04,5.96,-0.0951666666666,12,1.2281666666667,1.0040833333334,0.344833333333401
"6246",31230,31230,"2023-09-18 07:00:00","FRSTGA","measured",17.2836666666667,99.2633333333333,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",7,"day","2023-09-18","full_canopy",2023,9,18,5,"2023-09-18 05:59:00",3.55,5.35,0.448166666666598,13,1.7225,1.2905,0.3846666666666
"6247",31231,31231,"2023-09-18 08:00:00","FRSTGA","measured",17.646,95.2233333333333,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",8,"day","2023-09-18","full_canopy",2023,9,18,6,"2023-09-18 06:59:00",3.27,5.32,-0.3623333333333,14,0.876666666666701,0.7603333333333,0.102333333333299
"6248",31238,31238,"2023-09-18 09:00:00","FRSTGA","measured",17.7601666666667,92.0283333333333,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",9,"day","2023-09-18","full_canopy",2023,9,18,7,"2023-09-18 07:59:00",5.36,7.69,-0.114166666666698,15,0.910500000000003,0.781666666666602,0.058166666666601
"6249",31245,31245,"2023-09-18 10:00:00","FRSTGA","measured",17.9435,92.1066666666666,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",10,"day","2023-09-18","full_canopy",2023,9,18,8,"2023-09-18 08:59:00",5.15,7.35,-0.183333333333302,16,0.8236666666667,0.788333333333298,0.0114999999999981
"6250",31246,31246,"2023-09-18 11:00:00","FRSTGA","measured",19.6023333333333,83.1883333333334,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",11,"day","2023-09-18","full_canopy",2023,9,18,9,"2023-09-18 09:59:00",4.24,6.92,-1.6588333333333,17,0.331833333333403,0.596500000000002,-0.7923333333333
"6251",31255,31255,"2023-09-18 12:00:00","FRSTGA","measured",21.2881666666667,75.7783333333334,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",12,"day","2023-09-18","full_canopy",2023,9,18,10,"2023-09-18 10:59:00",2.19,4.07,-1.6858333333334,18,0.1658333333333,0.6845,-0.7231666666667
"6252",31260,31260,"2023-09-18 13:00:00","FRSTGA","measured",22.164,69.2216666666667,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",13,"day","2023-09-18","full_canopy",2023,9,18,11,"2023-09-18 11:59:00",2.1,3.78,-0.875833333333301,19,0.427333333333298,0.876416666666699,-0.840666666666703
"6253",31263,31263,"2023-09-18 14:00:00","FRSTGA","measured",22.8396666666667,58.045,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",14,"day","2023-09-18","full_canopy",2023,9,18,12,"2023-09-18 12:59:00",2.48,4.27,-0.6756666666667,20,0.266999999999999,0.546333333333298,-0.703000000000003
"6254",31266,31266,"2023-09-18 15:00:00","FRSTGA","measured",23.1401666666667,57.3866666666666,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",15,"day","2023-09-18","full_canopy",2023,9,18,13,"2023-09-18 13:59:00",4.08,5.71,-0.3005,21,0.2485,0.559999999999999,-0.701833333333401
"6255",31274,31274,"2023-09-18 16:00:00","FRSTGA","measured",21.8383333333333,68.1,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",16,"day","2023-09-18","full_canopy",2023,9,18,14,"2023-09-18 14:59:00",3.71,5.4,1.3018333333334,22,1.0831666666667,1.3895,0.216666666666701
"6256",31276,31276,"2023-09-18 17:00:00","FRSTGA","measured",20.3556666666667,74.8300000000001,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",17,"day","2023-09-18","full_canopy",2023,9,18,15,"2023-09-18 15:59:00",3.13,4.81,1.4826666666666,23,1.9985,1.9793333333333,0.5876666666666
"6257",31283,31283,"2023-09-18 18:00:00","FRSTGA","measured",19.7011666666667,74.955,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",18,"night","2023-09-18","full_canopy",2023,9,18,16,"2023-09-18 16:59:00",1.76,3.53,0.654499999999999,0,1.7718333333333,1.5408333333333,0.463833333333298
"6258",31287,31287,"2023-09-18 19:00:00","FRSTGA","measured",17.8341666666667,85.7666666666665,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",19,"night","2023-09-18","full_canopy",2023,9,18,17,"2023-09-18 17:59:00",1.73,3.69,1.867,1,1.0916666666666,0.501166666666599,0.3808333333333
"6259",31294,31294,"2023-09-18 20:00:00","FRSTGA","measured",16.7701666666667,94.0466666666666,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",20,"night","2023-09-18","full_canopy",2023,9,18,18,"2023-09-18 18:59:00",3.35,7.41,1.064,2,0.809999999999999,0.790333333333301,0.239833333333301
"6260",31299,31299,"2023-09-18 21:00:00","FRSTGA","measured",16.3141666666667,99.0383333333334,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",21,"night","2023-09-18","full_canopy",2023,9,18,19,"2023-09-18 19:59:00",7.48,10.49,0.456,3,1.3676666666666,0.773499999999999,0.349166666666598
"6261",31303,31303,"2023-09-18 22:00:00","FRSTGA","measured",16.293,99.9,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",22,"night","2023-09-18","full_canopy",2023,9,18,20,"2023-09-18 20:59:00",3.47,8.71,0.0211666666667014,4,1.2561666666667,0.708000000000002,0.273666666666699
"6262",31310,31310,"2023-09-18 23:00:00","FRSTGA","measured",16.1693333333333,99.9,1,47.997815,7.857968,"2023-09-18 05:10:18","2023-09-18 17:38:17",23,"night","2023-09-18","full_canopy",2023,9,18,21,"2023-09-18 21:59:00",2.18,5.89,0.123666666666701,5,1.3355,0.959333333333401,0.180666666666703
"6263",31315,31315,"2023-09-19 00:00:00","FRSTGA","measured",16.3876666666667,99.7400000000001,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",0,"night","2023-09-18","full_canopy",2023,9,18,22,"2023-09-18 22:59:00",1.94,3.63,-0.218333333333401,6,1.3621666666666,1.2471666666666,0.467333333333301
"6264",31316,31316,"2023-09-19 01:00:00","FRSTGA","measured",16.5343333333333,92.8433333333334,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",1,"night","2023-09-18","full_canopy",2023,9,18,23,"2023-09-18 23:59:00",4.58,8.5,-0.146666666666601,7,1.2881666666667,1.2581666666667,0.439
"6265",31321,31321,"2023-09-19 02:00:00","FRSTGA","measured",17.1683333333333,82.7983333333334,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",2,"night","2023-09-19","full_canopy",2023,9,19,0,"2023-09-19 00:59:00",6.42,8.82,-0.634,8,0.834999999999997,0.7508333333334,0.336666666666698
"6266",31329,31329,"2023-09-19 03:00:00","FRSTGA","measured",16.4455,90.0083333333334,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",3,"night","2023-09-19","full_canopy",2023,9,19,1,"2023-09-19 01:59:00",6.94,8.97,0.722833333333302,9,0.848666666666702,0.789666666666701,0.681166666666702
"6267",31335,31335,"2023-09-19 04:00:00","FRSTGA","measured",16.4911666666667,89.1866666666667,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",4,"night","2023-09-19","full_canopy",2023,9,19,2,"2023-09-19 02:59:00",6.11,8.1,-0.0456666666667012,10,0.923666666666598,0.841000000000001,0.813833333333299
"6268",31339,31339,"2023-09-19 05:00:00","FRSTGA","measured",16.6968333333333,87.235,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",5,"night","2023-09-19","full_canopy",2023,9,19,3,"2023-09-19 03:59:00",6.72,8.48,-0.205666666666598,11,0.701000000000001,0.581500000000002,0.5648333333334
"6269",31344,31344,"2023-09-19 06:00:00","FRSTGA","measured",16.9605,84.9483333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",6,"day","2023-09-19","full_canopy",2023,9,19,4,"2023-09-19 04:59:00",7.3,8.88,-0.263666666666701,12,0.5505,0.468166666666701,0.461166666666699
"6270",31347,31347,"2023-09-19 07:00:00","FRSTGA","measured",17.4156666666667,81,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",7,"day","2023-09-19","full_canopy",2023,9,19,5,"2023-09-19 05:59:00",6.08,8.25,-0.455166666666699,13,0.600000000000001,0.350666666666601,0.0976666666666013
"6271",31355,31355,"2023-09-19 08:00:00","FRSTGA","measured",18.5531666666667,73.2849999999999,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",8,"day","2023-09-19","full_canopy",2023,9,19,6,"2023-09-19 06:59:00",4.1,7.39,-1.1375,14,0.260833333333299,0.264166666666597,-0.691500000000001
"6272",31358,31358,"2023-09-19 09:00:00","FRSTGA","measured",20.5535,63.0033333333334,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",9,"day","2023-09-19","full_canopy",2023,9,19,7,"2023-09-19 07:59:00",4.77,6.3,-2.0003333333333,15,-0.8653333333333,-0.126000000000001,-1.7535
"6273",31363,31363,"2023-09-19 10:00:00","FRSTGA","measured",22.1648333333333,56.0650000000001,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",10,"day","2023-09-19","full_canopy",2023,9,19,8,"2023-09-19 08:59:00",4.5,7.23,-1.6113333333333,16,-1.4035,-0.373583333333297,-1.8931666666666
"6274",31368,31368,"2023-09-19 11:00:00","FRSTGA","measured",22.7533333333333,52.2183333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",11,"day","2023-09-19","full_canopy",2023,9,19,9,"2023-09-19 09:59:00",5.22,6.91,-0.5885,17,-1.2433333333333,-0.428249999999998,-1.475
"6275",31372,31372,"2023-09-19 12:00:00","FRSTGA","measured",24.1178333333333,44.3883333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",12,"day","2023-09-19","full_canopy",2023,9,19,10,"2023-09-19 10:59:00",4.9,6.89,-1.3645,18,-1.3111666666666,-0.217666666666602,-1.8061666666666
"6276",31378,31378,"2023-09-19 13:00:00","FRSTGA","measured",24.9933333333333,39.485,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",13,"day","2023-09-19","full_canopy",2023,9,19,11,"2023-09-19 11:59:00",5.2,7.36,-0.875499999999999,19,-1.5121666666666,-0.526333333333302,-1.8783333333333
"6277",31384,31384,"2023-09-19 14:00:00","FRSTGA","measured",24.2213333333333,41.7866666666667,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",14,"day","2023-09-19","full_canopy",2023,9,19,12,"2023-09-19 12:59:00",5.69,8.64,0.772000000000002,20,-0.654999999999998,0.302833333333403,-0.947999999999997
"6278",31389,31389,"2023-09-19 15:00:00","FRSTGA","measured",23.601,40.47,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",15,"day","2023-09-19","full_canopy",2023,9,19,13,"2023-09-19 13:59:00",6.03,8.8,0.620333333333299,21,-0.0544999999999973,1.5133333333333,-0.0926666666666982
"6279",31391,31391,"2023-09-19 16:00:00","FRSTGA","measured",23.8476666666667,41.0383333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",16,"day","2023-09-19","full_canopy",2023,9,19,14,"2023-09-19 14:59:00",5.9,9.28,-0.246666666666702,22,-0.6056666666667,0.645499999999998,-0.7426666666667
"6280",31396,31396,"2023-09-19 17:00:00","FRSTGA","measured",21.5346666666667,49.0183333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",17,"day","2023-09-19","full_canopy",2023,9,19,15,"2023-09-19 15:59:00",5.2,7.17,2.313,23,0.911833333333302,0.855,0.703666666666603
"6281",31402,31402,"2023-09-19 18:00:00","FRSTGA","measured",19.5491666666667,59.1133333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",18,"night","2023-09-19","full_canopy",2023,9,19,16,"2023-09-19 16:59:00",5.4,7.57,1.9855,0,1.6936666666666,1.681,1.0658333333333
"6282",31407,31407,"2023-09-19 19:00:00","FRSTGA","measured",18.8035,62.4016666666666,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",19,"night","2023-09-19","full_canopy",2023,9,19,17,"2023-09-19 17:59:00",3.8,5.22,0.7456666666667,1,1.0135,0.8645,-0.271833333333301
"6283",31413,31413,"2023-09-19 20:00:00","FRSTGA","measured",18.5503333333333,61.8183333333333,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",20,"night","2023-09-19","full_canopy",2023,9,19,18,"2023-09-19 18:59:00",3.81,4.8,0.253166666666701,2,0.8543333333334,0.468333333333401,-0.293666666666599
"6284",31419,31419,"2023-09-19 21:00:00","FRSTGA","measured",17.4851666666667,66.245,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",21,"night","2023-09-19","full_canopy",2023,9,19,19,"2023-09-19 19:59:00",3.04,4.07,1.0651666666666,3,1.5131666666666,1.3406666666666,-0.298500000000001
"6285",31422,31422,"2023-09-19 22:00:00","FRSTGA","measured",16.5208333333333,71.8833333333334,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",22,"night","2023-09-19","full_canopy",2023,9,19,20,"2023-09-19 20:59:00",3.65,4.82,0.9643333333334,4,1.5676666666667,1.6226666666667,-0.205833333333299
"6286",31428,31428,"2023-09-19 23:00:00","FRSTGA","measured",15.8723333333333,75.5416666666666,1,47.997815,7.857968,"2023-09-19 05:11:39","2023-09-19 17:36:11",23,"night","2023-09-19","full_canopy",2023,9,19,21,"2023-09-19 21:59:00",3.22,4.55,0.6485,5,1.5046666666667,1.3703333333334,-0.155666666666599
"6287",31432,31432,"2023-09-20 00:00:00","FRSTGA","measured",15.1671666666667,79.4716666666666,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",0,"night","2023-09-19","full_canopy",2023,9,19,22,"2023-09-19 22:59:00",3.36,4.66,0.705166666666599,6,1.4353333333333,1.3471666666666,-0.0196666666666996
"6288",31436,31436,"2023-09-20 01:00:00","FRSTGA","measured",15.253,77.6016666666666,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",1,"night","2023-09-19","full_canopy",2023,9,19,23,"2023-09-19 23:59:00",2.75,3.3,-0.0858333333332997,7,1.2941666666667,1.2636666666667,-0.3563333333333
"6289",31444,31444,"2023-09-20 02:00:00","FRSTGA","measured",15.202,77.005,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",2,"night","2023-09-20","full_canopy",2023,9,20,0,"2023-09-20 00:59:00",3.46,4.41,0.0510000000000002,8,1.1256666666667,1.1026666666667,-0.155333333333299
"6290",31447,31447,"2023-09-20 03:00:00","FRSTGA","measured",14.8113333333333,77.8916666666666,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",3,"night","2023-09-20","full_canopy",2023,9,20,1,"2023-09-20 01:59:00",3.71,5.33,0.3906666666667,9,1.0945,1.0816666666667,0.0653333333334007
"6291",31453,31453,"2023-09-20 04:00:00","FRSTGA","measured",14.7116666666667,77.11,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",4,"night","2023-09-20","full_canopy",2023,9,20,2,"2023-09-20 02:59:00",4.58,5.58,0.0996666666666002,10,0.9728333333333,0.983000000000001,0.00833333333330089
"6292",31459,31459,"2023-09-20 05:00:00","FRSTGA","measured",14.7783333333333,75.83,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",5,"night","2023-09-20","full_canopy",2023,9,20,3,"2023-09-20 03:59:00",3.76,5.12,-0.0666666666666007,11,1.0875833333334,0.9821666666667,-0.0999999999999996
"6293",31462,31462,"2023-09-20 06:00:00","FRSTGA","measured",15.0768333333333,72.855,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",6,"day","2023-09-20","full_canopy",2023,9,20,4,"2023-09-20 04:59:00",3.52,5.38,-0.298499999999999,12,0.8966666666667,1.2541666666667,0.906500000000001
"6294",31470,31470,"2023-09-20 07:00:00","FRSTGA","measured",16.1731666666667,67.9566666666667,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",7,"day","2023-09-20","full_canopy",2023,9,20,5,"2023-09-20 05:59:00",5.88,8.33,-1.0963333333334,13,2.4411666666666,3.527,0.876833333333302
"6295",31471,31471,"2023-09-20 08:00:00","FRSTGA","measured",20.4035,58.4683333333333,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",8,"day","2023-09-20","full_canopy",2023,9,20,6,"2023-09-20 06:59:00",4.07,7.49,-4.2303333333333,14,2.1935,1.4811666666667,-1.8218333333333
"6296",31479,31479,"2023-09-20 09:00:00","FRSTGA","measured",22.9825,50.82,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",9,"day","2023-09-20","full_canopy",2023,9,20,7,"2023-09-20 07:59:00",1.21,3.15,-2.579,15,-0.621666666666702,-0.0978333333333019,-2.5508333333333
"6297",31481,31481,"2023-09-20 10:00:00","FRSTGA","measured",24.8103333333333,44.5683333333333,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",10,"day","2023-09-20","full_canopy",2023,9,20,8,"2023-09-20 08:59:00",1.63,2.33,-1.8278333333333,16,-1.5468333333333,-0.405999999999999,-3.052
"6298",31489,31489,"2023-09-20 11:00:00","FRSTGA","measured",26.1105,42.2216666666666,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",11,"day","2023-09-20","full_canopy",2023,9,20,9,"2023-09-20 09:59:00",1.64,2.78,-1.3001666666667,17,-1.8423333333333,-0.5915,-3.1521666666667
"6299",31492,31492,"2023-09-20 12:00:00","FRSTGA","measured",26.6288333333333,38.3583333333334,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",12,"day","2023-09-20","full_canopy",2023,9,20,10,"2023-09-20 10:59:00",2.06,3.65,-0.518333333333302,18,-1.0056666666666,0.123333333333399,-2.2488333333333
"6300",31499,31499,"2023-09-20 13:00:00","FRSTGA","measured",27.5793333333333,31.5233333333334,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",13,"day","2023-09-20","full_canopy",2023,9,20,11,"2023-09-20 11:59:00",2.8,5.44,-0.950499999999998,19,-1.1163333333333,-0.302166666666597,-2.116
"6301",31505,31505,"2023-09-20 14:00:00","FRSTGA","measured",26.8971666666667,34.54,1,47.997815,7.857968,"2023-09-20 05:13:00","2023-09-20 17:34:05",14,"day","2023-09-20","full_canopy",2023,9,20,12,"2023-09-20 12:59:00",3.73,5.65,0.6821666666666,20,-0.480333333333398,0.940166666666602,-1.2338333333334
