"","hour","mean_cooling","se_cooling","n"
"1",0,2.24978472222223,0.250191173214177,12
"2",1,1.74120138888888,0.390180342467929,12
"3",2,1.00336111111112,0.221149362047225,12
"4",3,0.411305555555541,0.296712245273953,12
"5",4,1.00575000000002,0.160365832165904,12
"6",5,0.915374999999992,0.162034626455128,12
"7",6,0.508819444444433,0.100695131223717,12
"8",7,0.469805555555575,0.0901743630682816,12
"9",8,0.204694444444441,0.113167832281033,12
